time,.left,.right,.forward,.stop,.sound
2020/10/19/16:06:57.293499,1,0,0,0,0
2020/10/19/16:06:57.302888,1,0,0,0,0
2020/10/19/16:06:57.306131,1,0,0,0,0
2020/10/19/16:06:57.308841,1,0,0,0,0
2020/10/19/16:06:57.318865,1,0,0,0,0
2020/10/19/16:06:57.321422,1,0,0,0,0
2020/10/19/16:06:57.324620,1,0,0,0,0
2020/10/19/16:06:57.328738,1,0,0,0,0
2020/10/19/16:06:57.332811,1,0,0,0,0
2020/10/19/16:06:57.338374,1,0,0,0,0
2020/10/19/16:06:57.343575,1,0,0,0,0
2020/10/19/16:06:57.350334,1,0,0,0,0
2020/10/19/16:06:57.354205,1,0,0,0,0
2020/10/19/16:06:57.359662,1,0,0,0,0
2020/10/19/16:06:57.363393,1,0,0,0,0
2020/10/19/16:06:57.369348,1,0,0,0,0
2020/10/19/16:06:57.373263,1,0,0,0,0
2020/10/19/16:06:57.378532,1,0,0,0,0
2020/10/19/16:06:57.384157,1,0,0,0,0
2020/10/19/16:06:57.388495,1,0,0,0,0
2020/10/19/16:06:57.394018,1,0,0,0,0
2020/10/19/16:06:57.398734,1,0,0,0,0
2020/10/19/16:06:57.403645,1,0,0,0,0
2020/10/19/16:06:57.408496,1,0,0,0,0
2020/10/19/16:06:57.415034,1,0,0,0,0
2020/10/19/16:06:57.420487,1,0,0,0,0
2020/10/19/16:06:57.423579,1,0,0,0,0
2020/10/19/16:06:57.430792,1,0,0,0,0
2020/10/19/16:06:57.434111,1,0,0,0,0
2020/10/19/16:06:57.439162,1,0,0,0,0
2020/10/19/16:06:57.443980,1,0,0,0,0
2020/10/19/16:06:57.449854,1,0,0,0,0
2020/10/19/16:06:57.457898,1,0,0,0,0
2020/10/19/16:06:57.460541,1,0,0,0,0
2020/10/19/16:06:57.464516,1,0,0,0,0
2020/10/19/16:06:57.469798,1,0,0,0,0
2020/10/19/16:06:57.474411,1,0,0,0,0
2020/10/19/16:06:57.479660,1,0,0,0,0
2020/10/19/16:06:57.484576,1,0,0,0,0
2020/10/19/16:06:57.489486,1,0,0,0,0
2020/10/19/16:06:57.494727,1,0,0,0,0
2020/10/19/16:06:57.499298,1,0,0,0,0
2020/10/19/16:06:57.505561,1,0,0,0,0
2020/10/19/16:06:57.509107,1,0,0,0,0
2020/10/19/16:06:57.514132,1,0,0,0,0
2020/10/19/16:06:57.519343,1,0,0,0,0
2020/10/19/16:06:57.525402,1,0,0,0,0
2020/10/19/16:06:57.529114,1,0,0,0,0
2020/10/19/16:06:57.533912,1,0,0,0,0
2020/10/19/16:06:57.538675,1,0,0,0,0
2020/10/19/16:06:57.544065,1,0,0,0,0
2020/10/19/16:06:57.548846,1,0,0,0,0
2020/10/19/16:06:57.554491,1,0,0,0,0
2020/10/19/16:06:57.565114,1,0,0,0,0
2020/10/19/16:06:57.567467,1,0,0,0,0
2020/10/19/16:06:57.570810,1,0,0,0,0
2020/10/19/16:06:57.572957,1,0,0,0,0
2020/10/19/16:06:57.578126,1,0,0,0,0
2020/10/19/16:06:57.583727,1,0,0,0,0
2020/10/19/16:06:57.589218,1,0,0,0,0
2020/10/19/16:06:57.599985,1,0,0,0,0
2020/10/19/16:06:57.600025,1,0,0,0,0
2020/10/19/16:06:57.604852,1,0,0,0,0
2020/10/19/16:06:57.612251,1,0,0,0,0
2020/10/19/16:06:57.613686,1,0,0,0,0
2020/10/19/16:06:57.618495,1,0,0,0,0
2020/10/19/16:06:57.624127,1,0,0,0,0
2020/10/19/16:06:57.628152,1,0,0,0,0
2020/10/19/16:06:57.633540,1,0,0,0,0
2020/10/19/16:06:57.638021,1,0,0,0,0
2020/10/19/16:06:57.643076,1,0,0,0,0
2020/10/19/16:06:57.649113,1,0,0,0,0
2020/10/19/16:06:57.654654,1,0,0,0,0
2020/10/19/16:06:57.658489,1,0,0,0,0
2020/10/19/16:06:57.663856,1,0,0,0,0
2020/10/19/16:06:57.669122,1,0,0,0,0
2020/10/19/16:06:57.673377,1,0,0,0,0
2020/10/19/16:06:57.678323,1,0,0,0,0
2020/10/19/16:06:57.682991,1,0,0,0,0
2020/10/19/16:06:57.688102,1,0,0,0,0
2020/10/19/16:06:57.693569,1,0,0,0,0
2020/10/19/16:06:57.698529,1,0,0,0,0
2020/10/19/16:06:57.703188,1,0,0,0,0
2020/10/19/16:06:57.708640,1,0,0,0,0
2020/10/19/16:06:57.713399,1,0,0,0,0
2020/10/19/16:06:57.718289,1,0,0,0,0
2020/10/19/16:06:57.723052,1,0,0,0,0
2020/10/19/16:06:57.728073,1,0,0,0,0
2020/10/19/16:06:57.733535,1,0,0,0,0
2020/10/19/16:06:57.738419,1,0,0,0,0
2020/10/19/16:06:57.744180,1,0,0,0,0
2020/10/19/16:06:57.748533,1,0,0,0,0
2020/10/19/16:06:57.753639,1,0,0,0,0
2020/10/19/16:06:57.762765,1,0,0,0,0
2020/10/19/16:06:57.764957,1,0,0,0,0
2020/10/19/16:06:57.772969,1,0,0,0,0
2020/10/19/16:06:57.773946,1,0,0,0,0
2020/10/19/16:06:57.778829,1,0,0,0,0
2020/10/19/16:06:57.783799,1,0,0,0,0
2020/10/19/16:06:57.789100,1,0,0,0,0
2020/10/19/16:06:57.794607,1,0,0,0,0
2020/10/19/16:06:57.798666,1,0,0,0,0
2020/10/19/16:06:57.804109,1,0,0,0,0
2020/10/19/16:06:57.811096,1,0,0,0,0
2020/10/19/16:06:57.813498,1,0,0,0,0
2020/10/19/16:06:57.821278,1,0,0,0,0
2020/10/19/16:06:57.824605,1,0,0,0,0
2020/10/19/16:06:57.829798,1,0,0,0,0
2020/10/19/16:06:57.833787,1,0,0,0,0
2020/10/19/16:06:57.839062,1,0,0,0,0
2020/10/19/16:06:57.844004,1,0,0,0,0
2020/10/19/16:06:57.849870,1,0,0,0,0
2020/10/19/16:06:57.854136,1,0,0,0,0
2020/10/19/16:06:57.859113,1,0,0,0,0
2020/10/19/16:06:57.869632,1,0,0,0,0
2020/10/19/16:06:57.869668,1,0,0,0,0
2020/10/19/16:06:57.874254,1,0,0,0,0
2020/10/19/16:06:57.880074,1,0,0,0,0
2020/10/19/16:06:57.883920,1,0,0,0,0
2020/10/19/16:06:57.888357,1,0,0,0,0
2020/10/19/16:06:57.894701,1,0,0,0,0
2020/10/19/16:06:57.900335,1,0,0,0,0
2020/10/19/16:06:57.908106,1,0,0,0,0
2020/10/19/16:06:57.908854,1,0,0,0,0
2020/10/19/16:06:57.913175,1,0,0,0,0
2020/10/19/16:06:57.918700,1,0,0,0,0
2020/10/19/16:06:57.923287,1,0,0,0,0
2020/10/19/16:06:57.939286,1,0,0,0,0
2020/10/19/16:06:57.939395,1,0,0,0,0
2020/10/19/16:06:57.939605,1,0,0,0,0
2020/10/19/16:06:57.943631,1,0,0,0,0
2020/10/19/16:06:57.948645,1,0,0,0,0
2020/10/19/16:06:57.953550,1,0,0,0,0
2020/10/19/16:06:57.958618,1,0,0,0,0
2020/10/19/16:06:57.963006,1,0,0,0,0
2020/10/19/16:06:57.967944,1,0,0,0,0
2020/10/19/16:06:57.974089,1,0,0,0,0
2020/10/19/16:06:57.979530,1,0,0,0,0
2020/10/19/16:06:57.984551,1,0,0,0,0
2020/10/19/16:06:57.990446,1,0,0,0,0
2020/10/19/16:06:57.995223,1,0,0,0,0
2020/10/19/16:06:57.999209,1,0,0,0,0
2020/10/19/16:06:58.005224,1,0,0,0,0
2020/10/19/16:06:58.010293,1,0,0,0,0
2020/10/19/16:06:58.013895,1,0,0,0,0
2020/10/19/16:06:58.018612,1,0,0,0,0
2020/10/19/16:06:58.024548,1,0,0,0,0
2020/10/19/16:06:58.029097,1,0,0,0,0
2020/10/19/16:06:58.034713,1,0,0,0,0
2020/10/19/16:06:58.038847,1,0,0,0,0
2020/10/19/16:06:58.045159,1,0,0,0,0
2020/10/19/16:06:58.049334,1,0,0,0,0
2020/10/19/16:06:58.053992,1,0,0,0,0
2020/10/19/16:06:58.058888,1,0,0,0,0
2020/10/19/16:06:58.070158,1,0,0,0,0
2020/10/19/16:06:58.070193,1,0,0,0,0
2020/10/19/16:06:58.073741,1,0,0,0,0
2020/10/19/16:06:58.078828,1,0,0,0,0
2020/10/19/16:06:58.083330,1,0,0,0,0
2020/10/19/16:06:58.088393,1,0,0,0,0
2020/10/19/16:06:58.094521,1,0,0,0,0
2020/10/19/16:06:58.100024,1,0,0,0,0
2020/10/19/16:06:58.106064,1,0,0,0,0
2020/10/19/16:06:58.110666,1,0,0,0,0
2020/10/19/16:06:58.115983,1,0,0,0,0
2020/10/19/16:06:58.124134,1,0,0,0,0
2020/10/19/16:06:58.125067,1,0,0,0,0
2020/10/19/16:06:58.129855,1,0,0,0,0
2020/10/19/16:06:58.134092,1,0,0,0,0
2020/10/19/16:06:58.139288,1,0,0,0,0
2020/10/19/16:06:58.145200,1,0,0,0,0
2020/10/19/16:06:58.148799,1,0,0,0,0
2020/10/19/16:06:58.154572,1,0,0,0,0
2020/10/19/16:06:58.157948,1,0,0,0,0
2020/10/19/16:06:58.165490,1,0,0,0,0
2020/10/19/16:06:58.170151,1,0,0,0,0
2020/10/19/16:06:58.173319,1,0,0,0,0
2020/10/19/16:06:58.178882,1,0,0,0,0
2020/10/19/16:06:58.183584,1,0,0,0,0
2020/10/19/16:06:58.188957,1,0,0,0,0
2020/10/19/16:06:58.193494,1,0,0,0,0
2020/10/19/16:06:58.198155,1,0,0,0,0
2020/10/19/16:06:58.203377,1,0,0,0,0
2020/10/19/16:06:58.209250,1,0,0,0,0
2020/10/19/16:06:58.213646,1,0,0,0,0
2020/10/19/16:06:58.218623,1,0,0,0,0
2020/10/19/16:06:58.223722,1,0,0,0,0
2020/10/19/16:06:58.229237,1,0,0,0,0
2020/10/19/16:06:58.233916,1,0,0,0,0
2020/10/19/16:06:58.238827,1,0,0,0,0
2020/10/19/16:06:58.244745,1,0,0,0,0
2020/10/19/16:06:58.249767,1,0,0,0,0
2020/10/19/16:06:58.253760,1,0,0,0,0
2020/10/19/16:06:58.258710,1,0,0,0,0
2020/10/19/16:06:58.263825,1,0,0,0,0
2020/10/19/16:06:58.269163,1,0,0,0,0
2020/10/19/16:06:58.275528,1,0,0,0,0
2020/10/19/16:06:58.278093,1,0,0,0,0
2020/10/19/16:06:58.283671,1,0,0,0,0
2020/10/19/16:06:58.288275,1,0,0,0,0
2020/10/19/16:06:58.295929,1,0,0,0,0
2020/10/19/16:06:58.300107,1,0,0,0,0
2020/10/19/16:06:58.308669,1,0,0,0,0
2020/10/19/16:06:58.308815,1,0,0,0,0
2020/10/19/16:06:58.320732,1,0,0,0,0
2020/10/19/16:06:58.320818,1,0,0,0,0
2020/10/19/16:06:58.334172,1,0,0,0,0
2020/10/19/16:06:58.334220,1,0,0,0,0
2020/10/19/16:06:58.334235,1,0,0,0,0
2020/10/19/16:06:58.338848,1,0,0,0,0
2020/10/19/16:06:58.343107,1,0,0,0,0
2020/10/19/16:06:58.348633,1,0,0,0,0
2020/10/19/16:06:58.354556,1,0,0,0,0
2020/10/19/16:06:58.358748,1,0,0,0,0
2020/10/19/16:06:58.366489,1,0,0,0,0
2020/10/19/16:06:58.369729,1,0,0,0,0
2020/10/19/16:06:58.374102,1,0,0,0,0
2020/10/19/16:06:58.379095,1,0,0,0,0
2020/10/19/16:06:58.384138,1,0,0,0,0
2020/10/19/16:06:58.389188,1,0,0,0,0
2020/10/19/16:06:58.394082,1,0,0,0,0
2020/10/19/16:06:58.398622,1,0,0,0,0
2020/10/19/16:06:58.403394,1,0,0,0,0
2020/10/19/16:06:58.408308,1,0,0,0,0
2020/10/19/16:06:58.413723,1,0,0,0,0
2020/10/19/16:06:58.418881,1,0,0,0,0
2020/10/19/16:06:58.423988,1,0,0,0,0
2020/10/19/16:06:58.429375,1,0,0,0,0
2020/10/19/16:06:58.433690,1,0,0,0,0
2020/10/19/16:06:58.438820,1,0,0,0,0
2020/10/19/16:06:58.443818,1,0,0,0,0
2020/10/19/16:06:58.449188,1,0,0,0,0
2020/10/19/16:06:58.454172,1,0,0,0,0
2020/10/19/16:06:58.459429,1,0,0,0,0
2020/10/19/16:06:58.464134,1,0,0,0,0
2020/10/19/16:06:58.469838,1,0,0,0,0
2020/10/19/16:06:58.473483,1,0,0,0,0
2020/10/19/16:06:58.479412,1,0,0,0,0
2020/10/19/16:06:58.483946,1,0,0,0,0
2020/10/19/16:06:58.489090,1,0,0,0,0
2020/10/19/16:06:58.495537,1,0,0,0,0
2020/10/19/16:06:58.499843,1,0,0,0,0
2020/10/19/16:06:58.504328,1,0,0,0,0
2020/10/19/16:06:58.513282,1,0,0,0,0
2020/10/19/16:06:58.516458,1,0,0,0,0
2020/10/19/16:06:58.519385,1,0,0,0,0
2020/10/19/16:06:58.524027,1,0,0,0,0
2020/10/19/16:06:58.530114,1,0,0,0,0
2020/10/19/16:06:58.533625,1,0,0,0,0
2020/10/19/16:06:58.538526,1,0,0,0,0
2020/10/19/16:06:58.543747,1,0,0,0,0
2020/10/19/16:06:58.550107,1,0,0,0,0
2020/10/19/16:06:58.553990,1,0,0,0,0
2020/10/19/16:06:58.558337,1,0,0,0,0
2020/10/19/16:06:58.564368,1,0,0,0,0
2020/10/19/16:06:58.568315,1,0,0,0,0
2020/10/19/16:06:58.573386,1,0,0,0,0
2020/10/19/16:06:58.578182,1,0,0,0,0
2020/10/19/16:06:58.583446,1,0,0,0,0
2020/10/19/16:06:58.588457,1,0,0,0,0
2020/10/19/16:06:58.595372,1,0,0,0,0
2020/10/19/16:06:58.599383,1,0,0,0,0
2020/10/19/16:06:58.603938,1,0,0,0,0
2020/10/19/16:06:58.608341,1,0,0,0,0
2020/10/19/16:06:58.613249,1,0,0,0,0
2020/10/19/16:06:58.619437,1,0,0,0,0
2020/10/19/16:06:58.624265,1,0,0,0,0
2020/10/19/16:06:58.628129,1,0,0,0,0
2020/10/19/16:06:58.634748,1,0,0,0,0
2020/10/19/16:06:58.638080,1,0,0,0,0
2020/10/19/16:06:58.644083,1,0,0,0,0
2020/10/19/16:06:58.649011,1,0,0,0,0
2020/10/19/16:06:58.654366,1,0,0,0,0
2020/10/19/16:06:58.658601,1,0,0,0,0
2020/10/19/16:06:58.663713,1,0,0,0,0
2020/10/19/16:06:58.669468,1,0,0,0,0
2020/10/19/16:06:58.674483,1,0,0,0,0
2020/10/19/16:06:58.679655,1,0,0,0,0
2020/10/19/16:06:58.683897,1,0,0,0,0
2020/10/19/16:06:58.689063,1,0,0,0,0
2020/10/19/16:06:58.694637,1,0,0,0,0
2020/10/19/16:06:58.698448,1,0,0,0,0
2020/10/19/16:06:58.703274,1,0,0,0,0
2020/10/19/16:06:58.708694,1,0,0,0,0
2020/10/19/16:06:58.713777,1,0,0,0,0
2020/10/19/16:06:58.718760,1,0,0,0,0
2020/10/19/16:06:58.724623,1,0,0,0,0
2020/10/19/16:06:58.730641,1,0,0,0,0
2020/10/19/16:06:58.737303,1,0,0,0,0
2020/10/19/16:06:58.739418,1,0,0,0,0
2020/10/19/16:06:58.743263,1,0,0,0,0
2020/10/19/16:06:58.748813,1,0,0,0,0
2020/10/19/16:06:58.753339,1,0,0,0,0
2020/10/19/16:06:58.758040,1,0,0,0,0
2020/10/19/16:06:58.763418,1,0,0,0,0
2020/10/19/16:06:58.768284,1,0,0,0,0
2020/10/19/16:06:58.773456,1,0,0,0,0
2020/10/19/16:06:58.778625,1,0,0,0,0
2020/10/19/16:06:58.784529,1,0,0,0,0
2020/10/19/16:06:58.790681,1,0,0,0,0
2020/10/19/16:06:58.793741,1,0,0,0,0
2020/10/19/16:06:58.798796,1,0,0,0,0
2020/10/19/16:06:58.803308,1,0,0,0,0
2020/10/19/16:06:58.808506,1,0,0,0,0
2020/10/19/16:06:58.814010,1,0,0,0,0
2020/10/19/16:06:58.818567,1,0,0,0,0
2020/10/19/16:06:58.823963,1,0,0,0,0
2020/10/19/16:06:58.830898,1,0,0,0,0
2020/10/19/16:06:58.835373,1,0,0,0,0
2020/10/19/16:06:58.838710,1,0,0,0,0
2020/10/19/16:06:58.843632,1,0,0,0,0
2020/10/19/16:06:58.848626,1,0,0,0,0
2020/10/19/16:06:58.853439,1,0,0,0,0
2020/10/19/16:06:58.858697,1,0,0,0,0
2020/10/19/16:06:58.862718,1,0,0,0,0
2020/10/19/16:06:58.868508,1,0,0,0,0
2020/10/19/16:06:58.873659,1,0,0,0,0
2020/10/19/16:06:58.879896,1,0,0,0,0
2020/10/19/16:06:58.884237,1,0,0,0,0
2020/10/19/16:06:58.889696,1,0,0,0,0
2020/10/19/16:06:58.895141,1,0,0,0,0
2020/10/19/16:06:58.899379,1,0,0,0,0
2020/10/19/16:06:58.904216,1,0,0,0,0
2020/10/19/16:06:58.913096,1,0,0,0,0
2020/10/19/16:06:58.915478,1,0,0,0,0
2020/10/19/16:06:58.920250,1,0,0,0,0
2020/10/19/16:06:58.923775,1,0,0,0,0
2020/10/19/16:06:58.931050,1,0,0,0,0
2020/10/19/16:06:58.934003,1,0,0,0,0
2020/10/19/16:06:58.939423,1,0,0,0,0
2020/10/19/16:06:58.945735,1,0,0,0,0
2020/10/19/16:06:58.949297,1,0,0,0,0
2020/10/19/16:06:58.953132,1,0,0,0,0
2020/10/19/16:06:58.958054,1,0,0,0,0
2020/10/19/16:06:58.963092,1,0,0,0,0
2020/10/19/16:06:58.968187,1,0,0,0,0
2020/10/19/16:06:58.974331,1,0,0,0,0
2020/10/19/16:06:58.978820,1,0,0,0,0
2020/10/19/16:06:58.988834,1,0,0,0,0
2020/10/19/16:06:58.997348,1,0,0,0,0
2020/10/19/16:06:58.997807,1,0,0,0,0
2020/10/19/16:06:59.000948,1,0,0,0,0
2020/10/19/16:06:59.004270,1,0,0,0,0
2020/10/19/16:06:59.008291,1,0,0,0,0
2020/10/19/16:06:59.014682,1,0,0,0,0
2020/10/19/16:06:59.018478,1,0,0,0,0
2020/10/19/16:06:59.024372,1,0,0,0,0
2020/10/19/16:06:59.030200,1,0,0,0,0
2020/10/19/16:06:59.036292,1,0,0,0,0
2020/10/19/16:06:59.040024,1,0,0,0,0
2020/10/19/16:06:59.043956,1,0,0,0,0
2020/10/19/16:06:59.050099,1,0,0,0,0
2020/10/19/16:06:59.056150,1,0,0,0,0
2020/10/19/16:06:59.060035,1,0,0,0,0
2020/10/19/16:06:59.065298,1,0,0,0,0
2020/10/19/16:06:59.069935,1,0,0,0,0
2020/10/19/16:06:59.074384,1,0,0,0,0
2020/10/19/16:06:59.079422,1,0,0,0,0
2020/10/19/16:06:59.084773,1,0,0,0,0
2020/10/19/16:06:59.089128,1,0,0,0,0
2020/10/19/16:06:59.095961,1,0,0,0,0
2020/10/19/16:06:59.105073,1,0,0,0,0
2020/10/19/16:06:59.106025,1,0,0,0,0
2020/10/19/16:06:59.110153,1,0,0,0,0
2020/10/19/16:06:59.114291,1,0,0,0,0
2020/10/19/16:06:59.118946,1,0,0,0,0
2020/10/19/16:06:59.124452,1,0,0,0,0
2020/10/19/16:06:59.129424,1,0,0,0,0
2020/10/19/16:06:59.134016,1,0,0,0,0
2020/10/19/16:06:59.138969,1,0,0,0,0
2020/10/19/16:06:59.151456,1,0,0,0,0
2020/10/19/16:06:59.151544,1,0,0,0,0
2020/10/19/16:06:59.154817,1,0,0,0,0
2020/10/19/16:06:59.158561,1,0,0,0,0
2020/10/19/16:06:59.164520,1,0,0,0,0
2020/10/19/16:06:59.169658,1,0,0,0,0
2020/10/19/16:06:59.173726,1,0,0,0,0
2020/10/19/16:06:59.178927,1,0,0,0,0
2020/10/19/16:06:59.184139,1,0,0,0,0
2020/10/19/16:06:59.190043,1,0,0,0,0
2020/10/19/16:06:59.194467,1,0,0,0,0
2020/10/19/16:06:59.200300,1,0,0,0,0
2020/10/19/16:06:59.210934,1,0,0,0,0
2020/10/19/16:06:59.210948,1,0,0,0,0
2020/10/19/16:06:59.214715,1,0,0,0,0
2020/10/19/16:06:59.219545,1,0,0,0,0
2020/10/19/16:06:59.224552,1,0,0,0,0
2020/10/19/16:06:59.229822,1,0,0,0,0
2020/10/19/16:06:59.234597,1,0,0,0,0
2020/10/19/16:06:59.239430,1,0,0,0,0
2020/10/19/16:06:59.253044,1,0,0,0,0
2020/10/19/16:06:59.253122,1,0,0,0,0
2020/10/19/16:06:59.257129,1,0,0,0,0
2020/10/19/16:06:59.259228,1,0,0,0,0
2020/10/19/16:06:59.265126,1,0,0,0,0
2020/10/19/16:06:59.269596,1,0,0,0,0
2020/10/19/16:06:59.275096,1,0,0,0,0
2020/10/19/16:06:59.279867,1,0,0,0,0
2020/10/19/16:06:59.285255,1,0,0,0,0
2020/10/19/16:06:59.288347,1,0,0,0,0
2020/10/19/16:06:59.294372,1,0,0,0,0
2020/10/19/16:06:59.303171,1,0,0,0,0
2020/10/19/16:06:59.303183,1,0,0,0,0
2020/10/19/16:06:59.309506,1,0,0,0,0
2020/10/19/16:06:59.315337,1,0,0,0,0
2020/10/19/16:06:59.321398,1,0,0,0,0
2020/10/19/16:06:59.325449,1,0,0,0,0
2020/10/19/16:06:59.329289,1,0,0,0,0
2020/10/19/16:06:59.335049,1,0,0,0,0
2020/10/19/16:06:59.339029,1,0,0,0,0
2020/10/19/16:06:59.345070,1,0,0,0,0
2020/10/19/16:06:59.349223,1,0,0,0,0
2020/10/19/16:06:59.354669,1,0,0,0,0
2020/10/19/16:06:59.360805,1,0,0,0,0
2020/10/19/16:06:59.368775,1,0,0,0,0
2020/10/19/16:06:59.374096,1,0,0,0,0
2020/10/19/16:06:59.374247,1,0,0,0,0
2020/10/19/16:06:59.379712,1,0,0,0,0
2020/10/19/16:06:59.384828,1,0,0,0,0
2020/10/19/16:06:59.388298,1,0,0,0,0
2020/10/19/16:06:59.393527,1,0,0,0,0
2020/10/19/16:06:59.398384,1,0,0,0,0
2020/10/19/16:06:59.403471,1,0,0,0,0
2020/10/19/16:06:59.408993,1,0,0,0,0
2020/10/19/16:06:59.415460,1,0,0,0,0
2020/10/19/16:06:59.420199,1,0,0,0,0
2020/10/19/16:06:59.423765,1,0,0,0,0
2020/10/19/16:06:59.428935,1,0,0,0,0
2020/10/19/16:06:59.433546,1,0,0,0,0
2020/10/19/16:06:59.438441,1,0,0,0,0
2020/10/19/16:06:59.443291,1,0,0,0,0
2020/10/19/16:06:59.450297,1,0,0,0,0
2020/10/19/16:06:59.454332,1,0,0,0,0
2020/10/19/16:06:59.458916,1,0,0,0,0
2020/10/19/16:06:59.465296,1,0,0,0,0
2020/10/19/16:06:59.468188,1,0,0,0,0
2020/10/19/16:06:59.475131,1,0,0,0,0
2020/10/19/16:06:59.479813,1,0,0,0,0
2020/10/19/16:06:59.484818,1,0,0,0,0
2020/10/19/16:06:59.489241,1,0,0,0,0
2020/10/19/16:06:59.493732,1,0,0,0,0
2020/10/19/16:06:59.499639,1,0,0,0,0
2020/10/19/16:06:59.504035,1,0,0,0,0
2020/10/19/16:06:59.508735,1,0,0,0,0
2020/10/19/16:06:59.513445,1,0,0,0,0
2020/10/19/16:06:59.520492,1,0,0,0,0
2020/10/19/16:06:59.526016,1,0,0,0,0
2020/10/19/16:06:59.531137,1,0,0,0,0
2020/10/19/16:06:59.535252,1,0,0,0,0
2020/10/19/16:06:59.539765,1,0,0,0,0
2020/10/19/16:06:59.545031,1,0,0,0,0
2020/10/19/16:06:59.549284,1,0,0,0,0
2020/10/19/16:06:59.554564,1,0,0,0,0
2020/10/19/16:06:59.560451,1,0,0,0,0
2020/10/19/16:06:59.563115,1,0,0,0,0
2020/10/19/16:06:59.571232,1,0,0,0,0
2020/10/19/16:06:59.573988,1,0,0,0,0
2020/10/19/16:06:59.578721,1,0,0,0,0
2020/10/19/16:06:59.583944,1,0,0,0,0
2020/10/19/16:06:59.587777,1,0,0,0,0
2020/10/19/16:06:59.594283,1,0,0,0,0
2020/10/19/16:06:59.599319,1,0,0,0,0
2020/10/19/16:06:59.603245,1,0,0,0,0
2020/10/19/16:06:59.609133,1,0,0,0,0
2020/10/19/16:06:59.615226,1,0,0,0,0
2020/10/19/16:06:59.619921,1,0,0,0,0
2020/10/19/16:06:59.624464,1,0,0,0,0
2020/10/19/16:06:59.628986,1,0,0,0,0
2020/10/19/16:06:59.634769,1,0,0,0,0
2020/10/19/16:06:59.638005,1,0,0,0,0
2020/10/19/16:06:59.643439,1,0,0,0,0
2020/10/19/16:06:59.648979,1,0,0,0,0
2020/10/19/16:06:59.653835,1,0,0,0,0
2020/10/19/16:06:59.659260,1,0,0,0,0
2020/10/19/16:06:59.664195,1,0,0,0,0
2020/10/19/16:06:59.669412,1,0,0,0,0
2020/10/19/16:06:59.674667,1,0,0,0,0
2020/10/19/16:06:59.679531,1,0,0,0,0
2020/10/19/16:06:59.684744,1,0,0,0,0
2020/10/19/16:06:59.688991,1,0,0,0,0
2020/10/19/16:06:59.692993,1,0,0,0,0
2020/10/19/16:06:59.698820,1,0,0,0,0
2020/10/19/16:06:59.703842,1,0,0,0,0
2020/10/19/16:06:59.708915,1,0,0,0,0
2020/10/19/16:06:59.713484,1,0,0,0,0
2020/10/19/16:06:59.719151,1,0,0,0,0
2020/10/19/16:06:59.723155,1,0,0,0,0
2020/10/19/16:06:59.729233,1,0,0,0,0
2020/10/19/16:06:59.734205,1,0,0,0,0
2020/10/19/16:06:59.740631,1,0,0,0,0
2020/10/19/16:06:59.743327,1,0,0,0,0
2020/10/19/16:06:59.748226,1,0,0,0,0
2020/10/19/16:06:59.752970,1,0,0,0,0
2020/10/19/16:06:59.759215,1,0,0,0,0
2020/10/19/16:06:59.764455,1,0,0,0,0
2020/10/19/16:06:59.769056,1,0,0,0,0
2020/10/19/16:06:59.775986,1,0,0,0,0
2020/10/19/16:06:59.784560,1,0,0,0,0
2020/10/19/16:06:59.784643,1,0,0,0,0
2020/10/19/16:06:59.792609,1,0,0,0,0
2020/10/19/16:06:59.794627,1,0,0,0,0
2020/10/19/16:06:59.798408,1,0,0,0,0
2020/10/19/16:06:59.803189,1,0,0,0,0
2020/10/19/16:06:59.808487,1,0,0,0,0
2020/10/19/16:06:59.814237,1,0,0,0,0
2020/10/19/16:06:59.819314,1,0,0,0,0
2020/10/19/16:06:59.823542,1,0,0,0,0
2020/10/19/16:06:59.827855,1,0,0,0,0
2020/10/19/16:06:59.833565,1,0,0,0,0
2020/10/19/16:06:59.838455,1,0,0,0,0
2020/10/19/16:06:59.844675,1,0,0,0,0
2020/10/19/16:06:59.849349,1,0,0,0,0
2020/10/19/16:06:59.854250,1,0,0,0,0
2020/10/19/16:06:59.858214,1,0,0,0,0
2020/10/19/16:06:59.863236,1,0,0,0,0
2020/10/19/16:06:59.868905,1,0,0,0,0
2020/10/19/16:06:59.873809,1,0,0,0,0
2020/10/19/16:06:59.878880,1,0,0,0,0
2020/10/19/16:06:59.889958,1,0,0,0,0
2020/10/19/16:06:59.889977,1,0,0,0,0
2020/10/19/16:06:59.894431,1,0,0,0,0
2020/10/19/16:06:59.899582,1,0,0,0,0
2020/10/19/16:06:59.908976,1,0,0,0,0
2020/10/19/16:06:59.908997,1,0,0,0,0
2020/10/19/16:06:59.913947,1,0,0,0,0
2020/10/19/16:06:59.917972,1,0,0,0,0
2020/10/19/16:06:59.923963,1,0,0,0,0
2020/10/19/16:06:59.929192,1,0,0,0,0
2020/10/19/16:06:59.933802,1,0,0,0,0
2020/10/19/16:06:59.938774,1,0,0,0,0
2020/10/19/16:06:59.943514,1,0,0,0,0
2020/10/19/16:06:59.948649,1,0,0,0,0
2020/10/19/16:06:59.953581,1,0,0,0,0
2020/10/19/16:06:59.975822,1,0,0,0,0
2020/10/19/16:06:59.976462,1,0,0,0,0
2020/10/19/16:06:59.976568,1,0,0,0,0
2020/10/19/16:06:59.976684,1,0,0,0,0
