rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
1606295379778726548,,88166,,1606295378,793511948,"""spatial""",,-0.665062240199,-0.707667190709,0.153214975106,-0.182823850047,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0290628429502,0.00521223479882,0.0417911335826,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.63103675842,0.24856941402,-8.71950912476,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379778774202,,88167,,1606295378,826088559,"""spatial""",,-0.666339358198,-0.7065466904,0.153643887778,-0.182146418482,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0457729063928,0.0120878955349,0.063127271831,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.56332445145,0.199194207788,-8.72861194611,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379778786424,,88168,,1606295378,878404295,"""spatial""",,-0.668239137931,-0.704858656433,0.154068571277,-0.181366247389,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0559549704194,0.0124276150018,0.0963680297136,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.50750112534,0.154300972819,-8.79048156738,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379778802971,,88169,,1606295378,933207442,"""spatial""",,-0.670763011075,-0.702570637054,0.154448342041,-0.180602392395,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0610395632684,0.0141145531088,0.13042075932,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.46557044983,0.16441115737,-8.80591773987,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379778839672,,88170,,1606295378,974375566,"""spatial""",,-0.673734761656,-0.699861124164,0.154740154967,-0.179809305927,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0648027732968,0.013716109097,0.149262487888,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.44554710388,0.222798615694,-8.82765197754,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379778845272,,88171,,1606295379,26344064,"""spatial""",,-0.676919238576,-0.696843211589,0.155194877315,-0.179177103199,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0679326504469,0.00308576202951,0.164548620582,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.43657875061,0.240193650126,-8.89902687073,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379778910802,,88172,,1606295379,78745624,"""spatial""",,-0.680149234093,-0.6936770264,0.155689905222,-0.17880120336,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0650845095515,-0.00418286165223,0.167837664485,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.47585344315,0.32378757,-8.833527565,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379778972899,,88173,,1606295379,133381310,"""spatial""",,-0.683391460099,-0.690422746396,0.15652285734,-0.178306542921,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0794569477439,-0.011127512902,0.166914135218,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.46482896805,0.371209591627,-8.79932785034,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379779090183,,88174,,1606295379,192827045,"""spatial""",,-0.686635495167,-0.687103268469,0.157542697146,-0.177766903234,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0902522951365,-0.0136995147914,0.175365135074,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.5078701973,0.286712884903,-8.75213813782,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379779204603,,88175,,1606295379,225409744,"""spatial""",,-0.690288925542,-0.683375322466,0.158802187884,-0.176865197093,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.106685936451,-0.00865008030087,0.185704097152,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.51944351196,0.332037210464,-8.79482078552,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379779278726,,88176,,1606295379,274614479,"""spatial""",,-0.693756355989,-0.679817192001,0.160008524201,-0.175920571631,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.103528127074,-0.00952498242259,0.173381373286,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.43240451813,0.339071452618,-8.82519054413,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379779401404,,88177,,1606295379,328464127,"""spatial""",,-0.696802028191,-0.676601162238,0.161536714269,-0.174882127943,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.109697692096,-0.0166649669409,0.148036628962,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.45082426071,0.323043227196,-8.82982349396,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379779418218,,88178,,1606295379,388028550,"""spatial""",,-0.699378085719,-0.673762024081,0.163187462433,-0.174025700359,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0993924736977,-0.0232196226716,0.12632972002,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.51551771164,0.254069775343,-8.78513717651,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379779509447,,88179,,1606295379,424627361,"""spatial""",,-0.701583248345,-0.671318984642,0.164687029193,-0.173176248738,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.088790141046,-0.0202531535178,0.106783106923,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.48168134689,0.24497422576,-8.81649112701,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379779530371,,88180,,1606295379,477935222,"""spatial""",,-0.703245392293,-0.669396794639,0.165848590411,-0.17276641871,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0589397959411,-0.0211094543338,0.0814701244235,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.51989507675,0.280796706676,-8.8153295517,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379779564362,,88181,,1606295379,528868645,"""spatial""",,-0.704504271243,-0.667851822881,0.166950866489,-0.172554789834,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0505917519331,-0.0230323784053,0.0628261268139,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.54918003082,0.287204444408,-8.725481987,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379779575855,,88182,,1606295379,588262880,"""spatial""",,-0.705458190085,-0.666728642296,0.167806389892,-0.172170636786,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0443709455431,-0.0109949717298,0.0452663861215,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.55686473846,0.216758787632,-8.7463312149,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379779592466,,88183,,1606295379,624765566,"""spatial""",,-0.706367308144,-0.665680776811,0.168447093441,-0.17187151237,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.033742018044,-0.00642607081681,0.0472623370588,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.53923511505,0.112498812377,-8.71214103699,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379779721194,,88184,,1606295379,693317401,"""spatial""",,-0.707276652742,-0.664697759522,0.168747322565,-0.171642300686,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0218444373459,0.000412909837905,0.0467169508338,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.50013065338,0.0224058367312,-8.76850509644,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379779746838,,88185,,1606295379,728088350,"""spatial""",,-0.707981689176,-0.663806602605,0.169190028452,-0.171748220326,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0155818387866,-0.0230704620481,0.0387481302023,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.41032838821,0.126412689686,-8.9597196579,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379779900557,,88186,,1606295379,783667910,"""spatial""",,-0.708476722351,-0.662760878708,0.170335668616,-0.172610877494,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0135184265673,-0.0643201693892,0.040147472173,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.51020908356,0.245190754533,-8.98273944855,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379779984524,,88187,,1606295379,832926158,"""spatial""",,-0.708368054604,-0.66204431116,0.172132830734,-0.174018203489,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.00390343298204,-0.0941939353943,0.00126239983365,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.64389228821,0.374440848827,-8.7544708252,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379786875453,,88188,,1606295379,888471519,"""spatial""",,-0.707424297104,-0.662205907446,0.173516314124,-0.17585846932,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0281762629747,-0.0860629975796,-0.0308442022651,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.74219655991,0.295982837677,-8.53895282745,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379817482407,,88189,,1606295379,925412405,"""spatial""",,-0.706661979152,-0.662468026599,0.174301300083,-0.177155727338,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0232128240168,-0.0506862401962,-0.0212676748633,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.79151344299,0.209924712777,-8.58504295349,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379876341771,,88190,,1606295379,984062677,"""spatial""",,-0.706407262039,-0.662343759251,0.175003486007,-0.177941999517,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00142590177711,-0.0371137484908,0.00227373582311,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.78102588654,0.183809712529,-8.6414308548,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379925335122,,88191,,1606295380,33425075,"""spatial""",,-0.707066162161,-0.661392612881,0.1757366185,-0.178140417743,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0275279805064,-0.0203343573958,0.0483024567366,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.76125049591,0.129842609167,-8.60596847534,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295379981208121,,88192,,1606295380,88699861,"""spatial""",,-0.708275924228,-0.659963602909,0.176428921646,-0.177949788535,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0397387705743,-0.0141013553366,0.0675966516137,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.73173427582,0.218116879463,-8.67575263977,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295380017491023,,88193,,1606295380,125305334,"""spatial""",,-0.709374729447,-0.658684830646,0.176945855542,-0.177797846347,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0291873440146,-0.00579708442092,0.0554428584874,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.77383708954,0.284802824259,-8.67240333557,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295380076248256,,88194,,1606295380,183239957,"""spatial""",,-0.710245662461,-0.657803698095,0.177029641007,-0.177498985514,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0212345868349,0.00854088552296,0.040240097791,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.72776460648,0.28085938096,-8.63343048096,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295380120095292,,88195,,1606295380,228338756,"""spatial""",,-0.710906867489,-0.657159351806,0.177227779763,-0.177040884996,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0241295546293,0.0112651931122,0.0273358058184,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.78209495544,0.250775367022,-8.62553310394,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295380180523398,,88196,,1606295380,287776028,"""spatial""",,-0.711572271396,-0.656700130282,0.176998396363,-0.176299141786,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0209224876016,0.0367822721601,0.0276432689279,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.81126356125,0.193680033088,-8.58989429474,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295380231019530,,88197,,1606295380,338634239,"""spatial""",,-0.712469870195,-0.656277779347,0.176234612944,-0.175007486623,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0247874800116,0.0656391307712,0.0299968607724,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.73558235168,0.20674495399,-8.59943199158,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1606295380270932404,,88198,,1606295380,378418262,"""spatial""",,-0.713561663232,-0.655759014862,0.175339737351,-0.17339523586,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0316009372473,0.0782130584121,0.0404034517705,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.72486066818,0.167883515358,-8.6389799118,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
