rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,temperature,variance
1606295386320082140,,88319,,1606295386,428331382,"""spatial""",20.7270565033,0.0
1606295386381021781,,88320,,1606295386,488773529,"""spatial""",20.7305965424,0.0
1606295386422568851,,88321,,1606295386,525482090,"""spatial""",20.7225894928,0.0
1606295386475244337,,88322,,1606295386,583349551,"""spatial""",20.7215309143,0.0
1606295386522417081,,88323,,1606295386,628437699,"""spatial""",20.7232933044,0.0
1606295386581694789,,88324,,1606295386,684272422,"""spatial""",20.727060318,0.0
1606295386634049216,,88325,,1606295386,738719632,"""spatial""",20.7191791534,0.0
1606295386711225169,,88326,,1606295386,778444281,"""spatial""",20.7182369232,0.0
1606295387130951435,,88327,,1606295386,827372616,"""spatial""",20.7323532104,0.0
1606295387182568260,,88328,,1606295386,883524977,"""spatial""",20.7505302429,0.0
1606295387182587558,,88329,,1606295386,934309325,"""spatial""",20.7257080078,0.0
1606295387182593024,,88330,,1606295386,978596273,"""spatial""",20.7258815765,0.0
1606295387182598046,,88331,,1606295387,27373646,"""spatial""",20.7257633209,0.0
1606295387319384809,,88332,,1606295387,83760107,"""spatial""",20.7257061005,0.0
1606295387319398067,,88333,,1606295387,138058992,"""spatial""",20.7287063599,0.0
1606295387319410273,,88334,,1606295387,193952265,"""spatial""",20.7227630615,0.0
1606295387319415073,,88335,,1606295387,226623926,"""spatial""",20.7358818054,0.0
1606295387319418673,,88336,,1606295387,279191262,"""spatial""",20.7218818665,0.0
1606295387424972157,,88337,,1606295387,333683247,"""spatial""",20.7236385345,0.0
1606295387424983117,,88338,,1606295387,389067757,"""spatial""",20.7224063873,0.0
1606295387424992518,,88339,,1606295387,425489331,"""spatial""",20.7281150818,0.0
1606295387487727751,,88340,,1606295387,478950229,"""spatial""",20.7284107208,0.0
1606295387487738174,,88341,,1606295387,533785177,"""spatial""",20.7301177979,0.0
1606295387514666900,,88342,,1606295387,593225325,"""spatial""",20.7288799286,0.0
1606295387550130757,,88343,,1606295387,625698648,"""spatial""",20.7220611572,0.0
1606295387594693262,,88344,,1606295387,675066496,"""spatial""",20.7268218994,0.0
1606295387643569335,,88345,,1606295387,729042957,"""spatial""",20.7238788605,0.0
1606295387680605177,,88346,,1606295387,788415255,"""spatial""",20.7268848419,0.0
1606295387717283072,,88347,,1606295387,824896478,"""spatial""",20.7381629944,0.0
1606295387790113058,,88348,,1606295387,893584488,"""spatial""",20.7220611572,0.0
1606295387818137644,,88349,,1606295387,926225862,"""spatial""",20.73005867,0.0
1606295387891334592,,88350,,1606295387,988655960,"""spatial""",20.7240581512,0.0
1606295387925147481,,88351,,1606295388,25574983,"""spatial""",20.7213516235,0.0
1606295388008286907,,88352,,1606295388,93726606,"""spatial""",20.7317066193,0.0
1606295388041594524,,88353,,1606295388,128294317,"""spatial""",20.728471756,0.0
1606295388078993720,,88354,,1606295388,184300452,"""spatial""",20.7226467133,0.0
1606295388125649376,,88355,,1606295388,233383850,"""spatial""",20.7232952118,0.0
1606295388181631059,,88356,,1606295388,288822798,"""spatial""",20.7310829163,0.0
1606295388221853868,,88357,,1606295388,325400234,"""spatial""",20.728471756,0.0
1606295388274779290,,88358,,1606295388,383303757,"""spatial""",20.7229385376,0.0
1606295388325238520,,88359,,1606295388,428494930,"""spatial""",20.7221755981,0.0
1606295388383402074,,88360,,1606295388,489101803,"""spatial""",20.7241725922,0.0
1606295388422410439,,88361,,1606295388,525716202,"""spatial""",20.7344112396,0.0
1606295388485828964,,88362,,1606295388,583548687,"""spatial""",20.7220611572,0.0
1606295388536422091,,88363,,1606295388,628858398,"""spatial""",20.7292938232,0.0
1606295388601212177,,88364,,1606295388,688225058,"""spatial""",20.7252349854,0.0
1606295388631341881,,88365,,1606295388,739055218,"""spatial""",20.724779129,0.0
1606295388671876430,,88366,,1606295388,779001279,"""spatial""",20.7242336273,0.0
1606295388719369300,,88367,,1606295388,827481940,"""spatial""",20.7176456451,0.0
1606295388775654217,,88368,,1606295388,883832100,"""spatial""",20.7273540497,0.0
1606295388830493894,,88369,,1606295388,938151461,"""spatial""",20.7143497467,0.0
1606295388871339739,,88370,,1606295388,978973172,"""spatial""",20.7278785706,0.0
1606295388920170995,,88371,,1606295389,27672295,"""spatial""",20.7359981537,0.0
1606295388983575906,,88372,,1606295389,84163180,"""spatial""",20.7234687805,0.0
1606295389031140279,,88373,,1606295389,138445091,"""spatial""",20.7289962769,0.0
1606295389067280191,,88374,,1606295389,174966552,"""spatial""",20.7163772583,0.0
1606295389117871800,,88375,,1606295389,226780487,"""spatial""",20.7291164398,0.0
1606295389170773439,,88376,,1606295389,279263348,"""spatial""",20.7196483612,0.0
1606295389226307588,,88377,,1606295389,333872808,"""spatial""",20.7215862274,0.0
1606295389284838345,,88378,,1606295389,393265631,"""spatial""",20.7191772461,0.0
1606295389318166882,,88379,,1606295389,425968230,"""spatial""",20.7180595398,0.0
1606295389378364220,,88380,,1606295389,483783502,"""spatial""",20.727180481,0.0
1606295389438194830,,88381,,1606295389,534443263,"""spatial""",20.7195281982,0.0
1606295389493968703,,88382,,1606295389,593545298,"""spatial""",20.7198810577,0.0
1606295389548903168,,88383,,1606295389,626193460,"""spatial""",20.7234554291,0.0
1606295389655438693,,88384,,1606295389,678450783,"""spatial""",20.7196464539,0.0
1606295389921587246,,88385,,1606295389,729166681,"""spatial""",20.7198219299,0.0
1606295390141125515,,88386,,1606295389,788666466,"""spatial""",20.7176437378,0.0
1606295390141133508,,88387,,1606295389,825224239,"""spatial""",20.7095890045,0.0
1606295390141139507,,88388,,1606295389,893810987,"""spatial""",20.7260570526,0.0
1606295390141145511,,88389,,1606295389,928485398,"""spatial""",20.720708847,0.0
1606295390141152551,,88390,,1606295389,988966071,"""spatial""",20.7154121399,0.0
1606295390275621808,,88391,,1606295390,25686307,"""spatial""",20.7232341766,0.0
1606295390275633147,,88392,,1606295390,94028829,"""spatial""",20.7217750549,0.0
1606295390275641196,,88393,,1606295390,128652715,"""spatial""",20.7200031281,0.0
1606295390275646886,,88394,,1606295390,184410463,"""spatial""",20.7148799896,0.0
1606295390275656686,,88395,,1606295390,233616936,"""spatial""",20.7089958191,0.0
1606295390318162893,,88396,,1606295390,289133434,"""spatial""",20.7142353058,0.0
1606295390318172165,,88397,,1606295390,325774645,"""spatial""",20.7124729156,0.0
1606295390318185166,,88398,,1606295390,383640331,"""spatial""",20.7243556976,0.0
1606295390403118733,,88399,,1606295390,428921429,"""spatial""",20.7152938843,0.0
1606295390477224848,,88400,,1606295390,493759439,"""spatial""",20.7282352448,0.0
1606295390477233535,,88401,,1606295390,525828313,"""spatial""",20.7092342377,0.0
1606295390512941971,,88402,,1606295390,583775723,"""spatial""",20.7114715576,0.0
1606295390583443675,,88403,,1606295390,628922071,"""spatial""",20.7171192169,0.0
1606295390705514304,,88404,,1606295390,688588319,"""spatial""",20.7272930145,0.0
1606295390738981370,,88405,,1606295390,724912793,"""spatial""",20.7145881653,0.0
1606295390738987517,,88406,,1606295390,778911016,"""spatial""",20.7210006714,0.0
1606295390780766494,,88407,,1606295390,827770314,"""spatial""",20.7204685211,0.0
1606295390872714388,,88408,,1606295390,884153862,"""spatial""",20.7157669067,0.0
1606295391187265988,,88409,,1606295390,938617284,"""spatial""",20.7164077759,0.0
1606295391187274920,,88410,,1606295390,979148208,"""spatial""",20.7089958191,0.0
1606295391412874362,,88411,,1606295391,28299606,"""spatial""",20.720457077,0.0
1606295391412885221,,88412,,1606295391,84172016,"""spatial""",20.7097606659,0.0
1606295391412891674,,88413,,1606295391,138567852,"""spatial""",20.7157058716,0.0
1606295391412896624,,88414,,1606295391,175172438,"""spatial""",20.720823288,0.0
1606295391412901451,,88415,,1606295391,227010048,"""spatial""",20.7062358856,0.0
1606295391412916902,,88416,,1606295391,283566009,"""spatial""",20.7248802185,0.0
1606295391504000405,,88417,,1606295391,334164519,"""spatial""",20.7114696503,0.0
1606295391504013729,,88418,,1606295391,393819767,"""spatial""",20.7125873566,0.0
1606295391504030303,,88419,,1606295391,426222291,"""spatial""",20.7194957733,0.0
1606295391504039128,,88420,,1606295391,483582351,"""spatial""",20.7048244476,0.0
1606295391504043973,,88421,,1606295391,534255862,"""spatial""",20.7169418335,0.0
1606295391588419647,,88422,,1606295391,593777197,"""spatial""",20.7064704895,0.0
1606295391635049243,,88423,,1606295391,626370896,"""spatial""",20.7158222198,0.0
1606295391635058649,,88424,,1606295391,678695494,"""spatial""",20.715177536,0.0
1606295391705728085,,88425,,1606295391,733364392,"""spatial""",20.7211818695,0.0
1606295391754689431,,88426,,1606295391,788983152,"""spatial""",20.7111225128,0.0
1606295391808326340,,88427,,1606295391,825659301,"""spatial""",20.7137641907,0.0
1606295391844528848,,88428,,1606295391,894108398,"""spatial""",20.7101898193,0.0
1606295391912063623,,88429,,1606295391,928520397,"""spatial""",20.7129421234,0.0
1606295391953031891,,88430,,1606295391,989116432,"""spatial""",20.7166481018,0.0
1606295392051131152,,88431,,1606295392,25715481,"""spatial""",20.7227630615,0.0
1606295392151617889,,88432,,1606295392,94295778,"""spatial""",20.722234726,0.0
1606295392151628625,,88433,,1606295392,128818739,"""spatial""",20.7198829651,0.0
1606295392228627673,,88434,,1606295392,184639287,"""spatial""",20.7223529816,0.0
1606295392228634189,,88435,,1606295392,233948273,"""spatial""",20.7146434784,0.0
1606295392260586255,,88436,,1606295392,293562270,"""spatial""",20.7141189575,0.0
1606295392260594767,,88437,,1606295392,325974344,"""spatial""",20.7049942017,0.0
1606295392314376504,,88438,,1606295392,383941679,"""spatial""",20.7053318024,0.0
1606295392344034279,,88439,,1606295392,429047453,"""spatial""",20.7137622833,0.0
1606295392399411917,,88440,,1606295392,493551938,"""spatial""",20.7154693604,0.0
1606295392417606430,,88441,,1606295392,526196749,"""spatial""",20.7075881958,0.0
1606295392476677622,,88442,,1606295392,584087934,"""spatial""",20.7101173401,0.0
1606295392520990302,,88443,,1606295392,629287207,"""spatial""",20.7107639313,0.0
1606295392599727601,,88444,,1606295392,688770518,"""spatial""",20.7112350464,0.0
1606295392617690949,,88445,,1606295392,725453979,"""spatial""",20.7232913971,0.0
1606295392671972725,,88446,,1606295392,779197889,"""spatial""",20.7104721069,0.0
1606295392720120890,,88447,,1606295392,828342750,"""spatial""",20.714515686,0.0
1606295392828501243,,88448,,1606295392,884326823,"""spatial""",20.7227077484,0.0
1606295392861780601,,88449,,1606295392,938858283,"""spatial""",20.7123527527,0.0
1606295392881662368,,88450,,1606295392,979495207,"""spatial""",20.7150001526,0.0
1606295392920812133,,88451,,1606295393,28624780,"""spatial""",20.7132320404,0.0
1606295392978835216,,88452,,1606295393,84440965,"""spatial""",20.7080001831,0.0
1606295393030658661,,88453,,1606295393,138866876,"""spatial""",20.719291687,0.0
1606295393070333550,,88454,,1606295393,178576012,"""spatial""",20.7110595703,0.0
1606295393119401657,,88455,,1606295393,227502447,"""spatial""",20.7087688446,0.0
1606295393177533494,,88456,,1606295393,285361682,"""spatial""",20.7104911804,0.0
1606295393225756479,,88457,,1606295393,334385531,"""spatial""",20.7064094543,0.0
1606295393284696500,,88458,,1606295393,393907866,"""spatial""",20.7112369537,0.0
1606295393318212585,,88459,,1606295393,426539302,"""spatial""",20.698884964,0.0
1606295393377183567,,88460,,1606295393,483878687,"""spatial""",20.699640274,0.0
1606295393427042625,,88461,,1606295393,534595573,"""spatial""",20.7025299072,0.0
1606295393533570146,,88462,,1606295393,594129571,"""spatial""",20.7077636719,0.0
1606295393568525691,,88463,,1606295393,626722407,"""spatial""",20.7085323334,0.0
1606295393581328974,,88464,,1606295393,679242730,"""spatial""",20.7066459656,0.0
1606295393626770442,,88465,,1606295393,733687640,"""spatial""",20.7142715454,0.0
1606295393681116996,,88466,,1606295393,789154213,"""spatial""",20.7113552094,0.0
1606295393720578173,,88467,,1606295393,825812962,"""spatial""",20.7145881653,0.0
1606295393787513036,,88468,,1606295393,894386609,"""spatial""",20.7080001831,0.0
1606295393822470352,,88469,,1606295393,928954483,"""spatial""",20.7110595703,0.0
1606295393881236519,,88470,,1606295393,989388043,"""spatial""",20.712474823,0.0
1606295393917600107,,88471,,1606295394,26001067,"""spatial""",20.7129974365,0.0
1606295393967727046,,88472,,1606295394,75370040,"""spatial""",20.7185897827,0.0
1606295394032626184,,88473,,1606295394,129231375,"""spatial""",20.7122344971,0.0
1606295394080589659,,88474,,1606295394,188466423,"""spatial""",20.7132549286,0.0
1606295394129731575,,88475,,1606295394,234145771,"""spatial""",20.7062358856,0.0
1606295394191551493,,88476,,1606295394,293662069,"""spatial""",20.7138233185,0.0
1606295394263319947,,88477,,1606295394,326226705,"""spatial""",20.705116272,0.0
1606295394298374921,,88478,,1606295394,384104178,"""spatial""",20.7030582428,0.0
1606295394320815643,,88479,,1606295394,429329201,"""spatial""",20.7073516846,0.0
1606295394385071935,,88480,,1606295394,493851224,"""spatial""",20.7103538513,0.0
1606295394418817329,,88481,,1606295394,526534173,"""spatial""",20.7135887146,0.0
1606295394476556334,,88482,,1606295394,584458283,"""spatial""",20.7128238678,0.0
1606295394525176031,,88483,,1606295394,633488081,"""spatial""",20.7067108154,0.0
1606295394580504787,,88484,,1606295394,688983366,"""spatial""",20.7124099731,0.0
1606295394617374341,,88485,,1606295394,725608790,"""spatial""",20.7182941437,0.0
1606295394679208440,,88486,,1606295394,779466338,"""spatial""",20.718296051,0.0
1606295394721353470,,88487,,1606295394,828664849,"""spatial""",20.711057663,0.0
1606295394775583733,,88488,,1606295394,884583859,"""spatial""",20.7155303955,0.0
1606295394834156202,,88489,,1606295394,938933944,"""spatial""",20.7049407959,0.0
1606295394875749393,,88490,,1606295394,983704993,"""spatial""",20.7059383392,0.0
1606295394922317926,,88491,,1606295395,28991541,"""spatial""",20.7062931061,0.0
1606295394976779272,,88492,,1606295395,84780476,"""spatial""",20.7164955139,0.0
1606295395032302150,,88493,,1606295395,139108787,"""spatial""",20.7070579529,0.0
1606295395069807019,,88494,,1606295395,179011123,"""spatial""",20.7036495209,0.0
1606295395120526748,,88495,,1606295395,227560858,"""spatial""",20.7041778564,0.0
1606295395185169725,,88496,,1606295395,284219094,"""spatial""",20.7017097473,0.0
1606295395225551854,,88497,,1606295395,334674404,"""spatial""",20.700761795,0.0
1606295395285819010,,88498,,1606295395,394182665,"""spatial""",20.7083511353,0.0
1606295395318175542,,88499,,1606295395,426898876,"""spatial""",20.7120552063,0.0
1606295395376519371,,88500,,1606295395,484362399,"""spatial""",20.7154121399,0.0
1606295395426899310,,88501,,1606295395,534896672,"""spatial""",20.7105884552,0.0
1606295395487594670,,88502,,1606295395,594307094,"""spatial""",20.6978855133,0.0
1606295395520776665,,88503,,1606295395,626970743,"""spatial""",20.7058792114,0.0
1606295395574314976,,88504,,1606295395,679270391,"""spatial""",20.6931152344,0.0
1606295395625770012,,88505,,1606295395,733923989,"""spatial""",20.7091751099,0.0
1606295395680644574,,88506,,1606295395,789384374,"""spatial""",20.6963558197,0.0
1606295395718587404,,88507,,1606295395,826061211,"""spatial""",20.7104110718,0.0
1606295395774023812,,88508,,1606295395,875528021,"""spatial""",20.7125873566,0.0
1606295395821771519,,88509,,1606295395,929445419,"""spatial""",20.7041168213,0.0
1606295395885742641,,88510,,1606295395,993656642,"""spatial""",20.7095317841,0.0
1606295395918578917,,88511,,1606295396,26251553,"""spatial""",20.7129402161,0.0
1606295395972718748,,88512,,1606295396,75531601,"""spatial""",20.6998233795,0.0
1606295396021867167,,88513,,1606295396,129321661,"""spatial""",20.6994171143,0.0
1606295396080598540,,88514,,1606295396,188758422,"""spatial""",20.7025909424,0.0
1606295396116920663,,88515,,1606295396,225362570,"""spatial""",20.7017631531,0.0
1606295396184801226,,88516,,1606295396,293997180,"""spatial""",20.7148246765,0.0
1606295396217082343,,88517,,1606295396,326573641,"""spatial""",20.7101764679,0.0
1606295396278353356,,88518,,1606295396,384468139,"""spatial""",20.7005329132,0.0
1606295396324526275,,88519,,1606295396,433568337,"""spatial""",20.7078514099,0.0
1606295396386957789,,88520,,1606295396,494069885,"""spatial""",20.7085838318,0.0
1606295396419328930,,88521,,1606295396,528796271,"""spatial""",20.710647583,0.0
1606295396482563719,,88522,,1606295396,584459344,"""spatial""",20.6982936859,0.0
1606295396526196664,,88523,,1606295396,633986855,"""spatial""",20.7048835754,0.0
1606295396589713676,,88524,,1606295396,689323203,"""spatial""",20.718706131,0.0
1606295396617557294,,88525,,1606295396,725838614,"""spatial""",20.7047615051,0.0
1606295396686499694,,88526,,1606295396,783842999,"""spatial""",20.6983528137,0.0
1606295396720946675,,88527,,1606295396,829064385,"""spatial""",20.711057663,0.0
1606295396775795876,,88528,,1606295396,884844358,"""spatial""",20.7115898132,0.0
