rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,poses,-,position,x,y,z,orientation,x,y,z,w
1606295381807979641,,2,,0,0,"""map""",,,0.639456748962,89.2235565186,0.0,,0.0,0.0,0.798752835748,0.601659295103
1606295381820566256,,3,,0,0,"""map""",,,0.639456748962,89.2235565186,0.0,,0.0,0.0,0.798752835748,0.601659295103,,-15.2727375031,89.8338317871,0.0,,0.0,0.0,0.759293746316,0.650748036344
1606295381842271301,,4,,0,0,"""map""",,,0.639456748962,89.2235565186,0.0,,0.0,0.0,0.798752835748,0.601659295103,,-15.2727375031,89.8338317871,0.0,,0.0,0.0,0.759293746316,0.650748036344,,-6.07254505157,100.448410034,0.0,,0.0,0.0,0.667874271901,0.744274114109
1606295488655817410,,5,,0,0,"""map""",[]
