rosbagTimestamp,data
1606295492929550664,22
1606295493126681564,22
1606295493320325266,22
1606295493540461282,22
1606295493720688670,22
1606295493919241082,22
1606295494121313817,22
1606295494333350216,22
1606295494533020083,22
1606295494729039792,22
1606295494929326709,22
1606295495124523154,22
1606295495325295761,22
1606295495540152183,22
1606295495724786030,22
1606295495921612832,22
1606295496122546095,22
1606295496334285358,22
1606295496535971574,22
1606295496733502269,22
1606295496929384610,22
1606295497124673477,22
1606295497326280969,22
1606295497525767775,22
1606295497721062289,22
1606295497921276232,22
1606295498119981705,22
1606295498333843110,22
1606295498534885507,22
1606295498729382764,22
1606295498932549158,22
1606295499125504634,22
1606295499326748238,22
1606295499526931320,22
1606295499744131010,22
1606295499950311451,22
1606295500121146506,22
1606295500333875305,22
1606295500551968242,22
1606295500745462155,22
1606295500956187918,22
1606295502028325785,21
1606295502196631342,21
1606295502491558153,21
1606295502491565861,21
1606295502491598381,21
1606295502491603952,21
1606295502637616523,21
1606295502727099556,21
1606295502789287753,21
1606295502996355616,21
1606295503468801287,21
1606295505108080791,21
1606295505465323191,21
1606295505465332658,21
1606295505465336626,21
1606295505987536785,21
1606295505987549365,21
1606295505987557336,21
1606295505987562889,21
1606295505987568117,20
1606295505987570926,20
1606295505987586196,20
1606295506309271915,20
1606295506309281027,21
1606295506309286844,21
1606295506502372528,21
1606295506744654809,21
1606295506919954610,21
1606295506919969324,21
1606295507118053270,21
1606295507347677225,21
1606295507442795060,21
1606295507603194650,21
1606295507849115323,20
1606295508003376361,20
1606295508628035942,20
1606295509256332124,20
1606295509256349212,21
1606295509500967680,21
1606295509500974196,21
1606295509500977416,21
1606295509604374676,21
1606295509712221716,20
1606295509851551993,20
1606295510097422328,20
1606295510281897458,20
1606295510406778893,20
1606295510625142760,20
1606295510778368852,20
1606295511000731726,20
1606295511226979846,20
1606295511378604081,20
1606295511659040204,20
1606295511807302264,20
1606295512041672247,20
1606295512164323260,20
1606295512375612767,20
1606295512589119362,20
1606295512760019676,20
1606295512986952257,20
1606295513149993844,20
1606295513349330484,20
1606295513539855173,20
1606295513748201697,20
1606295513957108401,20
1606295514163084387,20
1606295514335346286,20
1606295514538494031,20
1606295514726143320,20
1606295514929788491,20
1606295515124696273,20
1606295515326105249,20
1606295515528138476,20
1606295515726925752,20
1606295515930272454,20
1606295516124985015,20
1606295516324451199,20
1606295516528718795,20
1606295516726583069,20
1606295516929332657,20
1606295517125983622,20
1606295517327837792,20
1606295517529666383,20
1606295517727499164,20
1606295517931026215,20
1606295518126038902,20
1606295518325532482,20
1606295518525083981,20
1606295518732430716,20
1606295518928011722,20
1606295519125864128,20
1606295519325020269,20
1606295519525961923,20
1606295519725438924,20
1606295519929072390,20
1606295520128925163,20
1606295520325034559,20
1606295520526940103,20
1606295520720510125,20
1606295520924852258,22
1606295521120116006,22
1606295521318692975,22
1606295521519865966,22
1606295521733491375,22
1606295521934060550,22
1606295522129051706,22
1606295522323778138,22
1606295522525380178,22
1606295522725487440,22
1606295522924841546,22
1606295523120468153,22
1606295523318693279,22
1606295523519093286,22
1606295523734499599,22
1606295523919873851,22
1606295524133139248,22
1606295524328524429,22
1606295524533822773,22
1606295524729573006,21
1606295524933328005,21
1606295525128417173,21
1606295525324260919,21
1606295525528101638,21
1606295525726240442,21
1606295525924410312,21
1606295526126494751,21
1606295526324749115,21
1606295526526282726,21
1606295526720391206,21
1606295526924623708,21
1606295527120286979,21
1606295527317363059,21
1606295527519145436,21
1606295527733936045,21
1606295527919422863,21
1606295528133687131,21
1606295528328817011,21
1606295528529024324,21
1606295528730280935,21
1606295528935237255,21
1606295529128582281,21
1606295529325682978,21
1606295529529169492,21
1606295529725773620,21
1606295529925562781,21
1606295530124490662,21
1606295530322223029,21
1606295530527974914,21
1606295530720112725,21
1606295530927075098,21
1606295531120105726,21
1606295531319152578,21
1606295531532684478,21
1606295531719122152,21
1606295531920166460,21
1606295532119385093,21
1606295532333642059,21
1606295532534125903,21
1606295532729436831,21
1606295532933735399,21
1606295533129460067,21
1606295533324345050,21
1606295533528669656,21
1606295533724166462,21
1606295533929078740,21
1606295534123842715,21
1606295534325111040,20
1606295534525502593,20
1606295534727120451,20
1606295534931286788,20
1606295535126161522,20
1606295535323986755,20
1606295535526239533,20
1606295535724773251,20
1606295535924134874,20
1606295536126601438,20
1606295536320303530,20
1606295536524307684,20
1606295536720505375,20
1606295536925986636,20
1606295537120540592,20
1606295537320052971,20
1606295537524840746,20
1606295537720546543,20
1606295541681518648,20
1606295541687918459,20
1606295541845393966,20
1606295541845403564,20
1606295541845416461,20
1606295541845423565,20
1606295541845427614,20
1606295541845440717,20
1606295541845444451,20
1606295541845454891,20
1606295541845460337,20
1606295541845464024,21
1606295541845474492,21
1606295541845489543,21
1606295541845494551,21
1606295541845499463,21
1606295541845506466,22
1606295541845510280,22
1606295541845540015,22
1606295541845555491,22
1606295541945645847,22
1606295542126315560,22
1606295542333774908,22
1606295542517811937,22
1606295542729242318,22
1606295542933981986,22
1606295543128338464,22
1606295543324279791,22
1606295543532190951,22
1606295543725754453,22
1606295543924488068,22
1606295544121362560,22
1606295544320149637,22
1606295544520901421,22
1606295544718327041,22
1606295544918537049,22
1606295545135391070,22
1606295545328056811,22
1606295545529022788,22
1606295545724725170,22
1606295545929022250,21
1606295546123789691,21
1606295546325006253,21
1606295546524482290,21
1606295546724884111,21
1606295546925042286,21
1606295547124759881,21
1606295547321648200,21
1606295547526177071,21
1606295547723479039,21
1606295547920884420,21
1606295548120023134,21
1606295548333905579,21
1606295548519279529,21
1606295548733752553,21
1606295548916959199,21
1606295549133387714,21
1606295549328760894,21
1606295549528842048,21
1606295549727886080,21
1606295549929000191,21
1606295550124502536,21
1606295550324665892,21
1606295550524703703,21
1606295550725000225,21
1606295550925040286,21
1606295551120140310,21
1606295551318642510,21
1606295551521490009,21
1606295551722901425,21
1606295551919950341,21
1606295552117540366,21
1606295552334874534,21
1606295552535926158,21
1606295552728348299,21
1606295552933414599,21
1606295553129328485,21
1606295553324507235,21
1606295553528407962,21
1606295553725101831,21
1606295553928183682,21
1606295554126906864,21
1606295554320376831,21
1606295554524772607,21
1606295554719105582,21
1606295554925225349,21
1606295555119823258,21
1606295555317682642,21
1606295555518070624,21
1606295555733358649,21
1606295555920977909,21
1606295556133937425,21
1606295556329899366,21
1606295556529391201,21
1606295556728527064,21
1606295556929181441,21
1606295557124076938,22
1606295557324620938,22
1606295557524786563,22
1606295557720559792,22
1606295557925353450,22
1606295558120735968,20
1606295558319953830,20
1606295558519511473,20
1606295558718825422,20
1606295558918038306,22
1606295559133994364,22
1606295559328741200,22
1606295559529408004,22
1606295559725245294,22
1606295559929122157,21
1606295560124823846,21
1606295560324548335,21
1606295560524334139,21
1606295560721227698,21
1606295560919344874,22
1606295561119577386,22
1606295561336308167,22
1606295561533229788,22
1606295561728450284,22
1606295561928651886,22
1606295562128280034,22
1606295562325262943,22
1606295562525851995,22
1606295562719978244,22
1606295562920707398,22
1606295563119588018,22
1606295563333788179,22
1606295563516987386,22
1606295563729098024,22
1606295563933134608,22
1606295564128497716,22
1606295564326242777,22
1606295564524711182,21
1606295564753466107,21
1606295564925258266,21
1606295565123637634,21
1606295565320006909,21
1606295565519620732,21
1606295565719436192,21
1606295565919930765,21
1606295566118118034,21
1606295566333923134,21
1606295566518087795,21
1606295566733133254,21
1606295566917535490,21
1606295567133763145,21
1606295567328862781,21
1606295567533186161,20
1606295567729590066,20
1606295567934420127,20
1606295568128752453,20
1606295568325306435,20
1606295568528390809,20
1606295568728556471,20
1606295568933650746,20
1606295569132231537,20
1606295569338544186,20
1606295569548703955,20
1606295569724452102,20
1606295569929195433,20
1606295570124435396,20
1606295570324440090,20
1606295570528708775,20
1606295570725682947,20
1606295570928853440,20
1606295571124979260,20
1606295571324671789,21
1606295571525005481,21
1606295571720381006,21
1606295571924243655,21
1606295572119427115,21
1606295572319949544,21
1606295572520916406,21
1606295572718505097,21
1606295572919295760,21
1606295573117704333,21
1606295573334080880,21
1606295573534859197,21
