rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,status_list
1606295379778834297,,20,,1606295378,637041776,'',[]
1606295379778910409,,21,,1606295378,837266053,'',[]
1606295379778995486,,22,,1606295379,37428126,'',[]
1606295379779033341,,23,,1606295379,237585680,'',[]
1606295379779340714,,24,,1606295379,436750886,'',[]
1606295379779407934,,25,,1606295379,636902700,'',[]
1606295379837157412,,26,,1606295379,837081459,'',[]
1606295380037319717,,27,,1606295380,37237971,'',[]
1606295380237477559,,28,,1606295380,237406985,'',[]
1606295380437662223,,29,,1606295380,437555680,'',[]
1606295380636900281,,30,,1606295380,636713295,'',[]
1606295380837099463,,31,,1606295380,836956286,'',[]
1606295381037245559,,32,,1606295381,37164511,'',[]
1606295381237478329,,33,,1606295381,237333827,'',[]
1606295381437658484,,34,,1606295381,437582751,'',[]
1606295381636971106,,35,,1606295381,636702526,'',[]
1606295381836988438,,36,,1606295381,836873747,'',[]
1606295382037191970,,37,,1606295382,37096871,'',[]
1606295382237323683,,38,,1606295382,237250059,'',[]
1606295382437505227,,39,,1606295382,437405523,'',[]
1606295382637640107,,40,,1606295382,637568066,'',[]
1606295382836734334,,41,,1606295382,836651692,'',[]
1606295383032872127,,42,,1606295383,32785056,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",1,"""This goal has been accepted by the simple action server"""
1606295383033042442,,43,,1606295383,32862956,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295383036888299,,44,,1606295383,36810043,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295383237046487,,45,,1606295383,236960163,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295383437184196,,46,,1606295383,437107782,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295383637353829,,47,,1606295383,637257458,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295383837486111,,48,,1606295383,837408449,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295384037661310,,49,,1606295384,37560403,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295384236997664,,50,,1606295384,236816102,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295384437040551,,51,,1606295384,436963699,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295384637201912,,52,,1606295384,637111986,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295384837382464,,53,,1606295384,837267980,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295385037518094,,54,,1606295385,37419705,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295385237652145,,55,,1606295385,237568224,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295385436742958,,56,,1606295385,436657837,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295385636903789,,57,,1606295385,636821725,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295385837044029,,58,,1606295385,836971421,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295386037204129,,59,,1606295386,37126403,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295386237356330,,60,,1606295386,237281291,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295386437541500,,61,,1606295386,437440880,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295386636809533,,62,,1606295386,636677856,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295386837117146,,63,,1606295386,836824379,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295387037114253,,64,,1606295387,36999272,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295387237362603,,65,,1606295387,237173801,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295387437486025,,66,,1606295387,437356385,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295387637635034,,67,,1606295387,637523706,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295387837804228,,68,,1606295387,837682867,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295388037029360,,69,,1606295388,36857389,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295388237188971,,70,,1606295388,237053861,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295388437376731,,71,,1606295388,437235763,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295388637552698,,72,,1606295388,637446448,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295388837775977,,73,,1606295388,837614588,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295389037033849,,74,,1606295389,36893430,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295389237190369,,75,,1606295389,237091955,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295389437399242,,76,,1606295389,437285143,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295389637614763,,77,,1606295389,637455362,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295389837738587,,78,,1606295389,837617499,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295390036909397,,79,,1606295390,36784585,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295390237062276,,80,,1606295390,236963298,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295390437282917,,81,,1606295390,437178534,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295390637501000,,82,,1606295390,637397144,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295390837670166,,83,,1606295390,837560175,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295391036757401,,84,,1606295391,36659789,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295391236920352,,85,,1606295391,236816309,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295391437101841,,86,,1606295391,436980204,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295391637260215,,87,,1606295391,637150912,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295391837412147,,88,,1606295391,837315643,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295392037612810,,89,,1606295392,37476147,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295392237738520,,90,,1606295392,237638869,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295392436950687,,91,,1606295392,436819998,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295392637077167,,92,,1606295392,636984959,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295392837236679,,93,,1606295392,837136434,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295393037408399,,94,,1606295393,37303421,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295393237594065,,95,,1606295393,237487753,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295393437765780,,96,,1606295393,437655215,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295393636946871,,97,,1606295393,636820388,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295393837128130,,98,,1606295393,836991909,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295394037279987,,99,,1606295394,37158308,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295394237426172,,100,,1606295394,237321803,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295394437611480,,101,,1606295394,437482586,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295394642714888,,102,,1606295394,636660239,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295394837009561,,103,,1606295394,836897413,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295395037148926,,104,,1606295395,37027616,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295395237337302,,105,,1606295395,237194322,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
1606295395437475885,,106,,1606295395,437368059,'',,,,1606295383,32558917,"""/follow_waypoints-1-1606295383.033""",3,''
