rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,vector,x,y,z
1606295380290231578,,440995,,1606295380,398222662,"""spatial""",,-1.13040996802,-28.4320011373,5.18574044572
1606295380292969333,,440996,,1606295380,398393737,"""spatial""",,-1.12806635936,-28.3744243501,5.219044875
1606295380311792506,,440997,,1606295380,418279236,"""spatial""",,-1.12558326543,-28.3105398832,5.25254140335
1606295380314482269,,440998,,1606295380,418448586,"""spatial""",,-1.12458957963,-28.24489152,5.28797044835
1606295380334926046,,440999,,1606295380,443971947,"""spatial""",,-1.12325822635,-28.1780478737,5.32389126697
1606295380335950059,,441000,,1606295380,444132735,"""spatial""",,-1.12270850284,-28.1119879916,5.35722344389
1606295380348352784,,441001,,1606295380,457493722,"""spatial""",,-1.12203316789,-28.0449701755,5.38998615379
1606295380355384611,,441002,,1606295380,457651997,"""spatial""",,-1.12056531754,-27.976946614,5.42300542268
1606295380359670033,,441003,,1606295380,468973196,"""spatial""",,-1.1192149678,-27.907389675,5.45327468664
1606295380382037668,,441004,,1606295380,489193621,"""spatial""",,-1.11702130314,-27.8367177077,5.47971136071
1606295380388234254,,441005,,1606295380,489249071,"""spatial""",,-1.11441089021,-27.7661499007,5.50497708423
1606295380419218323,,441006,,1606295380,508044682,"""spatial""",,-1.11042302023,-27.6998748677,5.52482860216
1606295380423348481,,441007,,1606295380,508200307,"""spatial""",,-1.10722659843,-27.6412154955,5.5409674854
1606295380423362074,,441008,,1606295380,524473444,"""spatial""",,-1.10702468096,-27.5758505852,5.55995754572
1606295380434173799,,441009,,1606295380,543038919,"""spatial""",,-1.11022099605,-27.5125193636,5.58226921242
1606295380435875350,,441010,,1606295380,543471581,"""spatial""",,-1.1163770242,-27.4496611327,5.6081611789
1606295380455730521,,441011,,1606295380,562834955,"""spatial""",,-1.12243166673,-27.3860447508,5.63420767842
1606295380459388626,,441012,,1606295380,562977443,"""spatial""",,-1.12707822308,-27.3263642654,5.6559626847
1606295380470136611,,441013,,1606295380,578243330,"""spatial""",,-1.13531649844,-27.2579172321,5.68156095305
1606295380494351560,,441014,,1606295380,578777930,"""spatial""",,-1.14455123436,-27.1881673403,5.70643863644
1606295380515779428,,441015,,1606295380,598322491,"""spatial""",,-1.15855611037,-27.1187418825,5.7338281219
1606295380515788277,,441016,,1606295380,598461466,"""spatial""",,-1.17824679869,-27.0493625285,5.76132091397
1606295380520073952,,441017,,1606295380,618356728,"""spatial""",,-1.20106336578,-26.9779870516,5.78888243481
1606295380520081450,,441018,,1606295380,618498191,"""spatial""",,-1.22522665407,-26.9082952165,5.81430055692
1606295380524453151,,441019,,1606295380,627843265,"""spatial""",,-1.24681987025,-26.8511777595,5.83441759846
1606295380535108255,,441020,,1606295380,644070877,"""spatial""",,-1.2665996712,-26.8247312671,5.85038017744
1606295380537668609,,441021,,1606295380,644209490,"""spatial""",,-1.29605464855,-26.7748452729,5.88501435917
1606295380554912094,,441022,,1606295380,664021701,"""spatial""",,-1.32011089497,-26.7299999584,5.91698647468
1606295380560702843,,441023,,1606295380,664149951,"""spatial""",,-1.35226251639,-26.6743014732,5.9681206859
1606295380576154952,,441024,,1606295380,683683601,"""spatial""",,-1.37866962854,-26.6301921116,6.01882118011
1606295380594293144,,441025,,1606295380,703530137,"""spatial""",,-1.40364592279,-26.5957508827,6.07693925976
1606295380602580304,,441026,,1606295380,703674762,"""spatial""",,-1.42433605989,-26.5602595122,6.14089757803
1606295380621129603,,441027,,1606295380,723518062,"""spatial""",,-1.44168804875,-26.5268513494,6.21255949592
1606295380623708533,,441028,,1606295380,723691112,"""spatial""",,-1.45823578284,-26.4970922152,6.29228445212
1606295380632738939,,441029,,1606295380,738902149,"""spatial""",,-1.4759653531,-26.4683900528,6.38291636665
1606295380634441657,,441030,,1606295380,738968636,"""spatial""",,-1.49081578519,-26.4465812587,6.4817504846
1606295380648878984,,441031,,1606295380,757866785,"""spatial""",,-1.51183366464,-26.4199520587,6.58912020458
1606295380652445103,,441032,,1606295380,757967385,"""spatial""",,-1.53411769042,-26.3876742923,6.70354636374
1606295380665204469,,441033,,1606295380,774366372,"""spatial""",,-1.55740255235,-26.3482538555,6.82522703758
1606295380685021699,,441034,,1606295380,793850421,"""spatial""",,-1.5786897974,-26.3067143525,6.95021437675
1606295380688345300,,441035,,1606295380,793999621,"""spatial""",,-1.59718669672,-26.2656768684,7.07967420917
1606295380709364834,,441036,,1606295380,813816971,"""spatial""",,-1.61181760225,-26.2267328373,7.20918612177
1606295380723898300,,441037,,1606295380,813947421,"""spatial""",,-1.62355805711,-26.1891275233,7.33923975376
1606295380729891745,,441038,,1606295380,826328333,"""spatial""",,-1.63313590331,-26.1532417094,7.46917641876
1606295380736218790,,441039,,1606295380,843394645,"""spatial""",,-1.64341523129,-26.1183326125,7.59828321577
1606295380738275985,,441040,,1606295380,843663582,"""spatial""",,-1.65409017663,-26.0890413463,7.73236751314
1606295380755251392,,441041,,1606295380,863269294,"""spatial""",,-1.66465573223,-26.0595059007,7.86436006508
1606295380764116333,,441042,,1606295380,863486456,"""spatial""",,-1.6747344234,-26.0369030972,7.99354626304
1606295380770498995,,441043,,1606295380,878737756,"""spatial""",,-1.68510755976,-26.0223411339,8.12012247496
1606295380772752895,,441044,,1606295380,879248156,"""spatial""",,-1.69193902959,-26.0182037468,8.23541265306
1606295380793373205,,441045,,1606295380,898829667,"""spatial""",,-1.6992586445,-26.0221703792,8.34163233993
1606295380797948014,,441046,,1606295380,898971255,"""spatial""",,-1.7091973168,-26.0319597478,8.44314090383
1606295380824578545,,441047,,1606295380,918922842,"""spatial""",,-1.72156732299,-26.0433132298,8.54066149103
1606295380834004617,,441048,,1606295380,919083117,"""spatial""",,-1.73756021093,-26.0513848058,8.63518447895
1606295380834016759,,441049,,1606295380,934454591,"""spatial""",,-1.75611079128,-26.0565347685,8.72560935337
1606295380861282285,,441050,,1606295380,949793941,"""spatial""",,-1.7767651766,-26.0611690518,8.8116347322
1606295380872037989,,441051,,1606295380,949943566,"""spatial""",,-1.80036444068,-26.066988373,8.89373872866
1606295380872042195,,441052,,1606295380,959776840,"""spatial""",,-1.8222184847,-26.0723586092,8.9664614603
1606295380872045962,,441053,,1606295380,974594352,"""spatial""",,-1.85498973234,-26.0734070433,9.05967988209
1606295380872056260,,441054,,1606295380,975304065,"""spatial""",,-1.88591213315,-26.0684227127,9.13766698204
1606295380890991245,,441055,,1606295380,994029114,"""spatial""",,-1.92245855441,-26.0637150048,9.22410387976
1606295380894755176,,441056,,1606295380,994157776,"""spatial""",,-1.96213555018,-26.0567789477,9.31178216436
1606295380916897219,,441057,,1606295381,14021088,"""spatial""",,-2.00362894939,-26.0445324185,9.39801586395
1606295380935204293,,441058,,1606295381,14162438,"""spatial""",,-2.04673662112,-26.0286727193,9.48546533722
1606295380946348203,,441059,,1606295381,43604562,"""spatial""",,-2.08917450742,-26.0087063688,9.5673063714
1606295380946353676,,441060,,1606295381,43877374,"""spatial""",,-2.1321511249,-25.9850141501,9.64785906115
1606295380954647418,,441061,,1606295381,63526999,"""spatial""",,-2.17048022553,-25.9478442606,9.72521607614
1606295380957232223,,441062,,1606295381,63630236,"""spatial""",,-2.20483671739,-25.9097078994,9.80144013351
1606295380977203211,,441063,,1606295381,82763735,"""spatial""",,-2.23685856521,-25.8739381987,9.87334751131
1606295380982383906,,441064,,1606295381,83337798,"""spatial""",,-2.2670556853,-25.8397052906,9.94529672403
1606295381034984526,,441065,,1606295381,102785472,"""spatial""",,-2.29976161925,-25.8090223733,10.0200019181
1606295381305126454,,441066,,1606295381,102934647,"""spatial""",,-2.33229167584,-25.7796508523,10.0935135366
1606295381305135397,,441067,,1606295381,122791771,"""spatial""",,-2.36347362383,-25.7498934257,10.1648343719
1606295381305139646,,441068,,1606295381,122942621,"""spatial""",,-2.39495823458,-25.7215737538,10.2363720657
1606295381305142929,,441069,,1606295381,134511908,"""spatial""",,-2.42729000224,-25.6928340253,10.3068246132
1606295381353616862,,441070,,1606295381,153674170,"""spatial""",,-2.46113444335,-25.660559674,10.3734198114
1606295381353625598,,441071,,1606295381,153812145,"""spatial""",,-2.49301691262,-25.632866672,10.4354029243
1606295381353633352,,441072,,1606295381,173681269,"""spatial""",,-2.52177734511,-25.6031929151,10.4889311169
1606295381353637806,,441073,,1606295381,173841119,"""spatial""",,-2.54583818057,-25.5707956203,10.5300915444
1606295381353641997,,441074,,1606295381,193199056,"""spatial""",,-2.5668008849,-25.5345256083,10.5641536977
1606295381353646143,,441075,,1606295381,193476256,"""spatial""",,-2.58675208091,-25.501006455,10.5888952042
1606295381353665046,,441076,,1606295381,213124605,"""spatial""",,-2.60546039594,-25.4707794528,10.6122997012
1606295381353669539,,441077,,1606295381,213255105,"""spatial""",,-2.62020314582,-25.4451508755,10.628387358
1606295381353673360,,441078,,1606295381,225631818,"""spatial""",,-2.62711892579,-25.4221553361,10.6318818536
1606295381353677214,,441079,,1606295381,238661992,"""spatial""",,-2.63208148511,-25.402040429,10.6308479337
1606295381353688722,,441080,,1606295381,238943842,"""spatial""",,-2.64114045039,-25.3849956919,10.6301947968
1606295381353692828,,441081,,1606295381,258480004,"""spatial""",,-2.64444626194,-25.3747213798,10.6270938909
1606295381353702620,,441082,,1606295381,258628366,"""spatial""",,-2.64468467824,-25.3657208981,10.6182120837
1606295381353706753,,441083,,1606295381,277880366,"""spatial""",,-2.64188536789,-25.3588172844,10.6047105073
1606295381353710789,,441084,,1606295381,278189240,"""spatial""",,-2.6331493425,-25.352810133,10.5832935953
1606295381353718309,,441085,,1606295381,297922840,"""spatial""",,-2.62103493479,-25.3479453308,10.5557167066
1606295381353722505,,441086,,1606295381,298030240,"""spatial""",,-2.60879139382,-25.3469225099,10.5250039072
1606295381353730756,,441087,,1606295381,317943614,"""spatial""",,-2.59921610893,-25.3475372269,10.4889183103
1606295381353735380,,441088,,1606295381,318048526,"""spatial""",,-2.59279210257,-25.3484729629,10.4566618881
1606295381353738966,,441089,,1606295381,329287151,"""spatial""",,-2.58449939915,-25.3479589911,10.4206642299
1606295381353743033,,441090,,1606295381,348929625,"""spatial""",,-2.57599730773,-25.3477079817,10.3816775101
1606295381353752299,,441091,,1606295381,349053613,"""spatial""",,-2.56993636862,-25.3474911232,10.341922394
1606295381449762449,,441092,,1606295381,369016925,"""spatial""",,-2.56466666423,-25.3464307363,10.301374976
1606295381449772354,,441093,,1606295381,369179012,"""spatial""",,-2.55725825686,-25.3447983211,10.253351916
1606295381449778708,,441094,,1606295381,389087836,"""spatial""",,-2.54462582199,-25.3384974716,10.1962464119
1606295381449783434,,441095,,1606295381,389206099,"""spatial""",,-2.52967176313,-25.3288942256,10.135322832
1606295381449786271,,441096,,1606295381,408281786,"""spatial""",,-2.51265520059,-25.3185925928,10.0685893225
1606295381449794200,,441097,,1606295381,408400123,"""spatial""",,-2.49784286816,-25.3098414129,10.0023356338
1606295381449799699,,441098,,1606295381,424771385,"""spatial""",,-2.48576752059,-25.3012644029,9.94305556821
1606295381449804077,,441099,,1606295381,434501235,"""spatial""",,-2.46816847098,-25.2851793074,9.85987581695
1606295381449811181,,441100,,1606295381,434588985,"""spatial""",,-2.45490787215,-25.2760200237,9.79713540678
1606295381449817289,,441101,,1606295381,454000834,"""spatial""",,-2.43828532614,-25.259113598,9.72932187361
1606295381449827707,,441102,,1606295381,454130384,"""spatial""",,-2.42000880714,-25.2437063987,9.66084581208
1606295381503937775,,441103,,1606295381,478084733,"""spatial""",,-2.39948835755,-25.2349381434,9.59108652877
1606295381503951623,,441104,,1606295381,478720933,"""spatial""",,-2.37261903369,-25.2322436338,9.51655294322
1606295381503956875,,441105,,1606295381,498073882,"""spatial""",,-2.33786873874,-25.2290966241,9.43728091394
1606295381503961175,,441106,,1606295381,498189595,"""spatial""",,-2.3010672526,-25.2239176332,9.36071705467
1606295381503970397,,441107,,1606295381,518085294,"""spatial""",,-2.2641592582,-25.214036057,9.28878747875
1606295381503980195,,441108,,1606295381,518223694,"""spatial""",,-2.22800514594,-25.2030736034,9.21592131313
1606295381503990234,,441109,,1606295381,533592893,"""spatial""",,-2.19670751161,-25.192155546,9.14350423246
1606295381503995952,,441110,,1606295381,552905730,"""spatial""",,-2.17169087656,-25.1756640542,9.07224486885
1606295381504001626,,441111,,1606295381,553005280,"""spatial""",,-2.15386301561,-25.1552315433,8.9992566136
1606295381557356313,,441112,,1606295381,573019079,"""spatial""",,-2.13654891295,-25.1302723245,8.92415099971
1606295381557364216,,441113,,1606295381,573145592,"""spatial""",,-2.11696462617,-25.1026988509,8.83675019155
1606295381557370780,,441114,,1606295381,588967504,"""spatial""",,-2.10208975481,-25.0774151981,8.75028426552
1606295381557376950,,441115,,1606295381,589034016,"""spatial""",,-2.08458269931,-25.0593203194,8.65998831092
1606295381557381788,,441116,,1606295381,608765803,"""spatial""",,-2.06291819304,-25.0379811009,8.57338919621
1606295381557388133,,441117,,1606295381,608951678,"""spatial""",,-2.04480986744,-25.00987658,8.4989905069
1606295381593499208,,441118,,1606295381,624874827,"""spatial""",,-2.02288858875,-24.9850146915,8.41616507171
1606295381593510708,,441119,,1606295381,634554977,"""spatial""",,-2.00332095055,-24.9541763874,8.33315778272
1606295381593517880,,441120,,1606295381,634605189,"""spatial""",,-1.9787689818,-24.924772423,8.24218734694
1606295381593521522,,441121,,1606295381,654197901,"""spatial""",,-1.94837912231,-24.8914923263,8.14622489665
1606295381593525432,,441122,,1606295381,654332489,"""spatial""",,-1.91489369301,-24.8590830786,8.05101376717
1606295381593537426,,441123,,1606295381,674159925,"""spatial""",,-1.87787812314,-24.8307634068,7.94701389177
1606295381619150835,,441124,,1606295381,693667787,"""spatial""",,-1.8492423416,-24.8059698201,7.85901288073
1606295381619156579,,441125,,1606295381,693838825,"""spatial""",,-1.82851122336,-24.7751554217,7.78277687053
1606295381694435747,,441126,,1606295381,713640374,"""spatial""",,-1.816280489,-24.7378830794,7.71732829036
1606295381694444354,,441127,,1606295381,713738699,"""spatial""",,-1.80910900381,-24.6960088971,7.66048233345
1606295381694448595,,441128,,1606295381,728042098,"""spatial""",,-1.80602944227,-24.6563391584,7.61512390094
1606295381694452041,,441129,,1606295381,728515123,"""spatial""",,-1.79317438592,-24.6196951935,7.56255705754
1606295381721711727,,441130,,1606295381,748056673,"""spatial""",,-1.7737394028,-24.5876155025,7.51864064873
1606295381721719464,,441131,,1606295381,748167623,"""spatial""",,-1.75986430039,-24.5453946882,7.4723951454
1606295381721724041,,441132,,1606295381,768108909,"""spatial""",,-1.74665588847,-24.4990945433,7.42845397715
1606295381721728991,,441133,,1606295381,768212247,"""spatial""",,-1.73386187694,-24.4530437004,7.384904691
1606295381721738085,,441134,,1606295381,784436484,"""spatial""",,-1.71542154012,-24.4174157262,7.33010608329
1606295381721740738,,441135,,1606295381,804023745,"""spatial""",,-1.69851618159,-24.406164697,7.26845338075
1606295381721743884,,441136,,1606295381,804106308,"""spatial""",,-1.6831892371,-24.4141662637,7.19503994623
1606295381743916265,,441137,,1606295381,824151545,"""spatial""",,-1.69469084877,-24.3898337147,7.16923976041
1606295381743922348,,441138,,1606295381,824301632,"""spatial""",,-1.72732410524,-24.3642324582,7.1635416751
1606295381755224049,,441139,,1606295381,834044582,"""spatial""",,-1.76106481286,-24.3109928411,7.15852575493
1606295381755229694,,441140,,1606295381,853459269,"""spatial""",,-1.79452569616,-24.2614039602,7.16338031188
1606295381755235812,,441141,,1606295381,853563981,"""spatial""",,-1.8380120165,-24.2121036548,7.18555452102
1606295381765129523,,441142,,1606295381,873250230,"""spatial""",,-1.8781385241,-24.1697001329,7.2122434852
1606295381766999743,,441143,,1606295381,873335968,"""spatial""",,-1.90960776693,-24.142534763,7.24143912881
1606295381781626828,,441144,,1606295381,889367330,"""spatial""",,-1.9384949848,-24.1273102713,7.27779707953
1606295381789049492,,441145,,1606295381,889438642,"""spatial""",,-1.94484065743,-24.1271395166,7.29588342046
1606295381799823446,,441146,,1606295381,908989329,"""spatial""",,-1.94116580221,-24.1347654228,7.3085457374
1606295381801054587,,441147,,1606295381,909158979,"""spatial""",,-1.92761385313,-24.1572999244,7.30889919969
1606295381816621805,,441148,,1606295381,925183578,"""spatial""",,-1.90886242253,-24.1931088987,7.3111471857
1606295381845293150,,441149,,1606295381,943721628,"""spatial""",,-1.88658170513,-24.2269763917,7.31237149711
1606295381858492387,,441150,,1606295381,943791478,"""spatial""",,-1.87470656749,-24.2580400921,7.3201015637
1606295381858499913,,441151,,1606295381,953070215,"""spatial""",,-1.85317951877,-24.2895426321,7.33341445617
1606295381862329992,,441152,,1606295381,968787677,"""spatial""",,-1.83300612817,-24.3207787947,7.35201306128
1606295381862341137,,441153,,1606295381,968961664,"""spatial""",,-1.81351468927,-24.357779637,7.3770841244
1606295381878245096,,441154,,1606295381,984497276,"""spatial""",,-1.78929323765,-24.4097403011,7.39705303622
1606295381881736285,,441155,,1606295381,984639176,"""spatial""",,-1.75622220874,-24.4766368814,7.40225593282
1606295381905499097,,441156,,1606295382,4151525,"""spatial""",,-1.71970961826,-24.5473139713,7.40169756485
1606295381959541732,,441157,,1606295382,4286325,"""spatial""",,-1.68353256082,-24.6188619104,7.40070718742
1606295381997717552,,441158,,1606295382,24177075,"""spatial""",,-1.65208935809,-24.6942637838,7.40073963082
1606295381997723332,,441159,,1606295382,34376499,"""spatial""",,-1.62959188891,-24.7663974116,7.39944530997
1606295381997728149,,441160,,1606295382,53737398,"""spatial""",,-1.61477027169,-24.8417087849,7.40804878701
1606295381997736790,,441161,,1606295382,54022523,"""spatial""",,-1.60900729957,-24.9049238933,7.42187735875
1606295381997742364,,441162,,1606295382,73511998,"""spatial""",,-1.60497652747,-24.9664280392,7.43648798716
1606295381997761489,,441163,,1606295382,73668660,"""spatial""",,-1.60333269303,-25.0335568459,7.4537931252
1606295382006637190,,441164,,1606295382,93476809,"""spatial""",,-1.60677841675,-25.1092455872,7.47844583923
1606295382006641574,,441165,,1606295382,93552334,"""spatial""",,-1.61071996951,-25.1908356119,7.50682186014
1606295382006649104,,441166,,1606295382,112968634,"""spatial""",,-1.61801215694,-25.2743193066,7.54332239106
1606295382006658592,,441167,,1606295382,113129446,"""spatial""",,-1.6167832565,-25.3622477469,7.57137739308
1606295382018254934,,441168,,1606295382,125399671,"""spatial""",,-1.6059570865,-25.4468857435,7.59560748916
1606295382038611371,,441169,,1606295382,143971620,"""spatial""",,-1.58796092542,-25.5228169565,7.62170478821
