rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,fluid_pressure,variance
1606295388672832216,,88366,,1606295388,779001279,"""spatial""",100370.757812,0.0
1606295388719557267,,88367,,1606295388,827481940,"""spatial""",100368.8125,0.0
1606295388775785369,,88368,,1606295388,883832100,"""spatial""",100371.671875,0.0
1606295388830631078,,88369,,1606295388,938151461,"""spatial""",100372.710938,0.0
1606295388871821256,,88370,,1606295388,978973172,"""spatial""",100371.5625,0.0
1606295388920472705,,88371,,1606295389,27672295,"""spatial""",100370.0625,0.0
1606295388983727306,,88372,,1606295389,84163180,"""spatial""",100370.320312,0.0
1606295389034423011,,88373,,1606295389,138445091,"""spatial""",100371.09375,0.0
1606295389067391656,,88374,,1606295389,174966552,"""spatial""",100369.734375,0.0
1606295389118012704,,88375,,1606295389,226780487,"""spatial""",100370.265625,0.0
1606295389170962008,,88376,,1606295389,279263348,"""spatial""",100370.570312,0.0
1606295389226492684,,88377,,1606295389,333872808,"""spatial""",100368.429688,0.0
1606295389284971258,,88378,,1606295389,393265631,"""spatial""",100370.875,0.0
1606295389318328833,,88379,,1606295389,425968230,"""spatial""",100371.703125,0.0
1606295389378513408,,88380,,1606295389,483783502,"""spatial""",100370.554688,0.0
1606295389438304401,,88381,,1606295389,534443263,"""spatial""",100370.96875,0.0
1606295389494411395,,88382,,1606295389,593545298,"""spatial""",100370.796875,0.0
1606295389549749290,,88383,,1606295389,626193460,"""spatial""",100369.484375,0.0
1606295389660804292,,88384,,1606295389,678450783,"""spatial""",100370.78125,0.0
1606295389941764740,,88385,,1606295389,729166681,"""spatial""",100369.28125,0.0
1606295390152827361,,88386,,1606295389,788666466,"""spatial""",100370.15625,0.0
1606295390152843628,,88387,,1606295389,825224239,"""spatial""",100368.953125,0.0
1606295390152850949,,88388,,1606295389,893810987,"""spatial""",100371.242188,0.0
1606295390152855834,,88389,,1606295389,928485398,"""spatial""",100371.859375,0.0
1606295390152863132,,88390,,1606295389,988966071,"""spatial""",100369.40625,0.0
1606295390281034377,,88391,,1606295390,25686307,"""spatial""",100372.3125,0.0
1606295390281050202,,88392,,1606295390,94028829,"""spatial""",100371.234375,0.0
1606295390281057556,,88393,,1606295390,128652715,"""spatial""",100370.179688,0.0
1606295390281064233,,88394,,1606295390,184410463,"""spatial""",100371.140625,0.0
1606295390281069214,,88395,,1606295390,233616936,"""spatial""",100369.585938,0.0
1606295390328663668,,88396,,1606295390,289133434,"""spatial""",100373.109375,0.0
1606295390328677511,,88397,,1606295390,325774645,"""spatial""",100367.90625,0.0
1606295390328692121,,88398,,1606295390,383640331,"""spatial""",100370.273438,0.0
1606295390412760541,,88399,,1606295390,428921429,"""spatial""",100370.5,0.0
1606295390477917423,,88400,,1606295390,493759439,"""spatial""",100370.835938,0.0
1606295390477928345,,88401,,1606295390,525828313,"""spatial""",100370.984375,0.0
1606295390513584006,,88402,,1606295390,583775723,"""spatial""",100369.445312,0.0
1606295390584855895,,88403,,1606295390,628922071,"""spatial""",100369.5,0.0
1606295390705957625,,88404,,1606295390,688588319,"""spatial""",100370.046875,0.0
1606295390739518042,,88405,,1606295390,724912793,"""spatial""",100370.921875,0.0
1606295390739527428,,88406,,1606295390,778911016,"""spatial""",100371.09375,0.0
1606295390781216597,,88407,,1606295390,827770314,"""spatial""",100369.21875,0.0
1606295390875067400,,88408,,1606295390,884153862,"""spatial""",100371.304688,0.0
1606295391188162014,,88409,,1606295390,938617284,"""spatial""",100369.609375,0.0
1606295391188170118,,88410,,1606295390,979148208,"""spatial""",100370.554688,0.0
1606295391415746426,,88411,,1606295391,28299606,"""spatial""",100368.601562,0.0
1606295391415760684,,88412,,1606295391,84172016,"""spatial""",100370.3125,0.0
1606295391415768531,,88413,,1606295391,138567852,"""spatial""",100370.328125,0.0
1606295391415773595,,88414,,1606295391,175172438,"""spatial""",100369.875,0.0
1606295391415781742,,88415,,1606295391,227010048,"""spatial""",100371.765625,0.0
1606295391415786244,,88416,,1606295391,283566009,"""spatial""",100371.8125,0.0
1606295391505513689,,88417,,1606295391,334164519,"""spatial""",100370.8125,0.0
1606295391505522646,,88418,,1606295391,393819767,"""spatial""",100369.710938,0.0
1606295391505527084,,88419,,1606295391,426222291,"""spatial""",100369.351562,0.0
1606295391505531326,,88420,,1606295391,483582351,"""spatial""",100370.84375,0.0
1606295391505538395,,88421,,1606295391,534255862,"""spatial""",100369.453125,0.0
1606295391591418075,,88422,,1606295391,593777197,"""spatial""",100369.5,0.0
1606295391640313038,,88423,,1606295391,626370896,"""spatial""",100370.03125,0.0
1606295391640323698,,88424,,1606295391,678695494,"""spatial""",100371.492188,0.0
1606295391706551624,,88425,,1606295391,733364392,"""spatial""",100371.5625,0.0
1606295391755025368,,88426,,1606295391,788983152,"""spatial""",100369.84375,0.0
1606295391809014701,,88427,,1606295391,825659301,"""spatial""",100371.140625,0.0
1606295391844953992,,88428,,1606295391,894108398,"""spatial""",100370.304688,0.0
1606295391916409117,,88429,,1606295391,928520397,"""spatial""",100371.992188,0.0
1606295391957939374,,88430,,1606295391,989116432,"""spatial""",100370.070312,0.0
1606295391957948122,,88431,,1606295392,25715481,"""spatial""",100371.09375,0.0
1606295392104802885,,88432,,1606295392,94295778,"""spatial""",100370.234375,0.0
1606295392159544171,,88433,,1606295392,128818739,"""spatial""",100370.59375,0.0
1606295392159553888,,88434,,1606295392,184639287,"""spatial""",100371.0625,0.0
1606295392232602778,,88435,,1606295392,233948273,"""spatial""",100370.867188,0.0
1606295392262116984,,88436,,1606295392,293562270,"""spatial""",100370.226562,0.0
1606295392262125700,,88437,,1606295392,325974344,"""spatial""",100371.59375,0.0
1606295392315258260,,88438,,1606295392,383941679,"""spatial""",100370.640625,0.0
1606295392344179400,,88439,,1606295392,429047453,"""spatial""",100370.945312,0.0
1606295392399511450,,88440,,1606295392,493551938,"""spatial""",100373.171875,0.0
1606295392417758361,,88441,,1606295392,526196749,"""spatial""",100371.046875,0.0
1606295392477602192,,88442,,1606295392,584087934,"""spatial""",100370.640625,0.0
1606295392521152811,,88443,,1606295392,629287207,"""spatial""",100372.625,0.0
1606295392599871942,,88444,,1606295392,688770518,"""spatial""",100371.453125,0.0
1606295392617875073,,88445,,1606295392,725453979,"""spatial""",100369.6875,0.0
1606295392672129330,,88446,,1606295392,779197889,"""spatial""",100369.960938,0.0
1606295392720262263,,88447,,1606295392,828342750,"""spatial""",100370.226562,0.0
1606295392828656106,,88448,,1606295392,884326823,"""spatial""",100370.523438,0.0
1606295392861870168,,88449,,1606295392,938858283,"""spatial""",100371.28125,0.0
1606295392881983751,,88450,,1606295392,979495207,"""spatial""",100369.570312,0.0
1606295392920965670,,88451,,1606295393,28624780,"""spatial""",100368.875,0.0
1606295392979006136,,88452,,1606295393,84440965,"""spatial""",100370.445312,0.0
1606295393030739297,,88453,,1606295393,138866876,"""spatial""",100369.6875,0.0
1606295393071082762,,88454,,1606295393,178576012,"""spatial""",100371.4375,0.0
1606295393119567605,,88455,,1606295393,227502447,"""spatial""",100369.765625,0.0
1606295393177662870,,88456,,1606295393,285361682,"""spatial""",100368.046875,0.0
1606295393225891315,,88457,,1606295393,334385531,"""spatial""",100371.9375,0.0
1606295393284850951,,88458,,1606295393,393907866,"""spatial""",100367.8125,0.0
1606295393318339456,,88459,,1606295393,426539302,"""spatial""",100370.640625,0.0
1606295393377321237,,88460,,1606295393,483878687,"""spatial""",100369.507812,0.0
1606295393427194842,,88461,,1606295393,534595573,"""spatial""",100369.132812,0.0
1606295393533644530,,88462,,1606295393,594129571,"""spatial""",100369.289062,0.0
1606295393568618056,,88463,,1606295393,626722407,"""spatial""",100370.867188,0.0
1606295393581335674,,88464,,1606295393,679242730,"""spatial""",100371.273438,0.0
1606295393626895809,,88465,,1606295393,733687640,"""spatial""",100370.273438,0.0
1606295393681123416,,88466,,1606295393,789154213,"""spatial""",100369.390625,0.0
1606295393720703821,,88467,,1606295393,825812962,"""spatial""",100371.382812,0.0
1606295393787514740,,88468,,1606295393,894386609,"""spatial""",100369.75,0.0
1606295393822596425,,88469,,1606295393,928954483,"""spatial""",100371.601562,0.0
1606295393881350910,,88470,,1606295393,989388043,"""spatial""",100370.195312,0.0
1606295393918004111,,88471,,1606295394,26001067,"""spatial""",100370.90625,0.0
1606295393967858142,,88472,,1606295394,75370040,"""spatial""",100370.210938,0.0
1606295394032725240,,88473,,1606295394,129231375,"""spatial""",100370.578125,0.0
1606295394080702596,,88474,,1606295394,188466423,"""spatial""",100369.585938,0.0
1606295394129863725,,88475,,1606295394,234145771,"""spatial""",100370.546875,0.0
1606295394191973144,,88476,,1606295394,293662069,"""spatial""",100370.671875,0.0
1606295394264044188,,88477,,1606295394,326226705,"""spatial""",100370.3125,0.0
1606295394298515648,,88478,,1606295394,384104178,"""spatial""",100370.0,0.0
1606295394323206806,,88479,,1606295394,429329201,"""spatial""",100370.171875,0.0
1606295394385198156,,88480,,1606295394,493851224,"""spatial""",100370.585938,0.0
1606295394418950719,,88481,,1606295394,526534173,"""spatial""",100371.46875,0.0
1606295394476637830,,88482,,1606295394,584458283,"""spatial""",100370.757812,0.0
1606295394526137134,,88483,,1606295394,633488081,"""spatial""",100371.078125,0.0
1606295394580905556,,88484,,1606295394,688983366,"""spatial""",100370.476562,0.0
1606295394617482979,,88485,,1606295394,725608790,"""spatial""",100370.078125,0.0
1606295394680735435,,88486,,1606295394,779466338,"""spatial""",100371.773438,0.0
1606295394721780257,,88487,,1606295394,828664849,"""spatial""",100371.046875,0.0
1606295394775716823,,88488,,1606295394,884583859,"""spatial""",100372.71875,0.0
1606295394834719455,,88489,,1606295394,938933944,"""spatial""",100369.226562,0.0
1606295394876017129,,88490,,1606295394,983704993,"""spatial""",100371.953125,0.0
1606295394922734598,,88491,,1606295395,28991541,"""spatial""",100368.5625,0.0
1606295394976870321,,88492,,1606295395,84780476,"""spatial""",100368.507812,0.0
1606295395032719702,,88493,,1606295395,139108787,"""spatial""",100371.328125,0.0
1606295395069939963,,88494,,1606295395,179011123,"""spatial""",100372.015625,0.0
1606295395120772442,,88495,,1606295395,227560858,"""spatial""",100370.671875,0.0
1606295395185302853,,88496,,1606295395,284219094,"""spatial""",100372.289062,0.0
1606295395225663082,,88497,,1606295395,334674404,"""spatial""",100370.882812,0.0
1606295395285935239,,88498,,1606295395,394182665,"""spatial""",100370.484375,0.0
1606295395318294075,,88499,,1606295395,426898876,"""spatial""",100371.5,0.0
1606295395376616985,,88500,,1606295395,484362399,"""spatial""",100370.445312,0.0
1606295395427027521,,88501,,1606295395,534896672,"""spatial""",100371.484375,0.0
1606295395487728750,,88502,,1606295395,594307094,"""spatial""",100370.726562,0.0
1606295395520890761,,88503,,1606295395,626970743,"""spatial""",100370.945312,0.0
1606295395574366413,,88504,,1606295395,679270391,"""spatial""",100370.3125,0.0
1606295395626028877,,88505,,1606295395,733923989,"""spatial""",100371.34375,0.0
1606295395680756691,,88506,,1606295395,789384374,"""spatial""",100370.28125,0.0
1606295395718596469,,88507,,1606295395,826061211,"""spatial""",100370.640625,0.0
1606295395775551173,,88508,,1606295395,875528021,"""spatial""",100369.773438,0.0
1606295395821924278,,88509,,1606295395,929445419,"""spatial""",100370.585938,0.0
1606295395885856572,,88510,,1606295395,993656642,"""spatial""",100371.1875,0.0
1606295395918691018,,88511,,1606295396,26251553,"""spatial""",100370.890625,0.0
1606295395972838016,,88512,,1606295396,75531601,"""spatial""",100370.171875,0.0
1606295396022002648,,88513,,1606295396,129321661,"""spatial""",100371.054688,0.0
1606295396080729161,,88514,,1606295396,188758422,"""spatial""",100371.84375,0.0
1606295396117032701,,88515,,1606295396,225362570,"""spatial""",100370.9375,0.0
1606295396185017855,,88516,,1606295396,293997180,"""spatial""",100370.625,0.0
1606295396217201142,,88517,,1606295396,326573641,"""spatial""",100372.546875,0.0
1606295396278651002,,88518,,1606295396,384468139,"""spatial""",100370.28125,0.0
1606295396324650935,,88519,,1606295396,433568337,"""spatial""",100371.320312,0.0
1606295396387072309,,88520,,1606295396,494069885,"""spatial""",100369.375,0.0
1606295396419414083,,88521,,1606295396,528796271,"""spatial""",100370.015625,0.0
1606295396483132948,,88522,,1606295396,584459344,"""spatial""",100371.09375,0.0
1606295396526366650,,88523,,1606295396,633986855,"""spatial""",100372.3125,0.0
1606295396589825189,,88524,,1606295396,689323203,"""spatial""",100373.046875,0.0
1606295396617676861,,88525,,1606295396,725838614,"""spatial""",100372.40625,0.0
1606295396690186164,,88526,,1606295396,783842999,"""spatial""",100370.21875,0.0
1606295396721064194,,88527,,1606295396,829064385,"""spatial""",100369.625,0.0
1606295396775912592,,88528,,1606295396,884844358,"""spatial""",100370.546875,0.0
1606295396830849819,,88529,,1606295396,939174731,"""spatial""",100370.25,0.0
