rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,fluid_pressure,variance
1606295379778837357,,88173,,1606295379,133381310,"""spatial""",100370.984375,0.0
1606295379778850362,,88174,,1606295379,192827045,"""spatial""",100372.78125,0.0
1606295379778885265,,88175,,1606295379,225409744,"""spatial""",100371.6875,0.0
1606295379778931051,,88176,,1606295379,274614479,"""spatial""",100369.125,0.0
1606295379778952296,,88177,,1606295379,328464127,"""spatial""",100370.734375,0.0
1606295379778969323,,88178,,1606295379,388028550,"""spatial""",100369.546875,0.0
1606295379778999695,,88179,,1606295379,424627361,"""spatial""",100371.726562,0.0
1606295379779010278,,88180,,1606295379,477935222,"""spatial""",100371.234375,0.0
1606295379779026051,,88181,,1606295379,528868645,"""spatial""",100370.53125,0.0
1606295379779048691,,88182,,1606295379,588262880,"""spatial""",100372.0,0.0
1606295379779070539,,88183,,1606295379,624765566,"""spatial""",100372.1875,0.0
1606295379779208155,,88184,,1606295379,693317401,"""spatial""",100372.289062,0.0
1606295379779229925,,88185,,1606295379,728088350,"""spatial""",100369.390625,0.0
1606295379779269202,,88186,,1606295379,783667910,"""spatial""",100371.09375,0.0
1606295379779723224,,88187,,1606295379,832926158,"""spatial""",100370.84375,0.0
1606295379801682115,,88188,,1606295379,888471519,"""spatial""",100369.835938,0.0
1606295379817861843,,88189,,1606295379,925412405,"""spatial""",100370.765625,0.0
1606295379876684311,,88190,,1606295379,984062677,"""spatial""",100371.054688,0.0
1606295379925760096,,88191,,1606295380,33425075,"""spatial""",100369.03125,0.0
1606295379981618097,,88192,,1606295380,88699861,"""spatial""",100369.796875,0.0
1606295380017997914,,88193,,1606295380,125305334,"""spatial""",100370.453125,0.0
1606295380076783264,,88194,,1606295380,183239957,"""spatial""",100370.875,0.0
1606295380120865016,,88195,,1606295380,228338756,"""spatial""",100371.25,0.0
1606295380181091859,,88196,,1606295380,287776028,"""spatial""",100370.898438,0.0
1606295380231915564,,88197,,1606295380,338634239,"""spatial""",100370.46875,0.0
1606295380271684346,,88198,,1606295380,378418262,"""spatial""",100372.5,0.0
1606295380321435162,,88199,,1606295380,427335910,"""spatial""",100371.3125,0.0
1606295380381301994,,88200,,1606295380,488809083,"""spatial""",100370.625,0.0
1606295380422695852,,88201,,1606295380,524685369,"""spatial""",100371.875,0.0
1606295380492132977,,88202,,1606295380,578347917,"""spatial""",100372.28125,0.0
1606295380521179610,,88203,,1606295380,627366453,"""spatial""",100372.828125,0.0
1606295380575727311,,88204,,1606295380,683469363,"""spatial""",100371.0,0.0
1606295380631981037,,88205,,1606295380,737945011,"""spatial""",100372.71875,0.0
1606295380667619758,,88206,,1606295380,774494735,"""spatial""",100372.578125,0.0
1606295380725446414,,88207,,1606295380,826473295,"""spatial""",100371.210938,0.0
1606295380771576220,,88208,,1606295380,878880093,"""spatial""",100370.6875,0.0
1606295380828329973,,88209,,1606295380,933689541,"""spatial""",100368.171875,0.0
1606295380871258512,,88210,,1606295380,974708190,"""spatial""",100368.875,0.0
1606295380925453268,,88211,,1606295381,26545013,"""spatial""",100369.03125,0.0
1606295380979976220,,88212,,1606295381,82902835,"""spatial""",100368.859375,0.0
1606295381284996541,,88213,,1606295381,133604071,"""spatial""",100371.21875,0.0
1606295381349813105,,88214,,1606295381,193022181,"""spatial""",100371.46875,0.0
1606295381349826530,,88215,,1606295381,225754867,"""spatial""",100371.617188,0.0
1606295381349846340,,88216,,1606295381,277976078,"""spatial""",100369.5,0.0
1606295381349852023,,88217,,1606295381,328830801,"""spatial""",100370.390625,0.0
1606295381448067537,,88218,,1606295381,388662199,"""spatial""",100370.609375,0.0
1606295381448075493,,88219,,1606295381,424896560,"""spatial""",100370.96875,0.0
1606295381500312126,,88220,,1606295381,478224333,"""spatial""",100369.757812,0.0
1606295381500324553,,88221,,1606295381,532919731,"""spatial""",100369.960938,0.0
1606295381552414290,,88222,,1606295381,588451966,"""spatial""",100371.023438,0.0
1606295381589765486,,88223,,1606295381,625020665,"""spatial""",100370.640625,0.0
1606295381617116345,,88224,,1606295381,693523912,"""spatial""",100369.59375,0.0
1606295381691587951,,88225,,1606295381,728121373,"""spatial""",100369.234375,0.0
1606295381719241002,,88226,,1606295381,784086334,"""spatial""",100370.84375,0.0
1606295381744825873,,88227,,1606295381,833406619,"""spatial""",100370.867188,0.0
1606295381781459120,,88228,,1606295381,888818430,"""spatial""",100371.296875,0.0
1606295381817970457,,88229,,1606295381,925317278,"""spatial""",100371.046875,0.0
1606295381876676605,,88230,,1606295381,984131376,"""spatial""",100369.671875,0.0
1606295381971170072,,88231,,1606295382,33454624,"""spatial""",100371.328125,0.0
1606295382003393834,,88232,,1606295382,92976297,"""spatial""",100370.070312,0.0
1606295382018604632,,88233,,1606295382,125522208,"""spatial""",100370.828125,0.0
1606295382080887214,,88234,,1606295382,183483281,"""spatial""",100370.640625,0.0
1606295382121444534,,88235,,1606295382,228905779,"""spatial""",100370.828125,0.0
1606295382179998583,,88236,,1606295382,288248364,"""spatial""",100371.21875,0.0
1606295382217009914,,88237,,1606295382,324599988,"""spatial""",100370.375,0.0
1606295382273399066,,88238,,1606295382,378512299,"""spatial""",100371.671875,0.0
1606295382320167678,,88239,,1606295382,427341247,"""spatial""",100372.90625,0.0
1606295382380458475,,88240,,1606295382,488292769,"""spatial""",100369.867188,0.0
1606295382418125969,,88241,,1606295382,524860255,"""spatial""",100370.765625,0.0
1606295382471115266,,88242,,1606295382,578727053,"""spatial""",100370.046875,0.0
1606295382520882230,,88243,,1606295382,627883127,"""spatial""",100370.984375,0.0
1606295382575760406,,88244,,1606295382,683829099,"""spatial""",100372.632812,0.0
1606295382631681908,,88245,,1606295382,738347185,"""spatial""",100372.460938,0.0
1606295382671717766,,88246,,1606295382,774805371,"""spatial""",100372.195312,0.0
1606295382718724306,,88247,,1606295382,826604044,"""spatial""",100370.5625,0.0
1606295383035774829,,88248,,1606295382,883078154,"""spatial""",100371.859375,0.0
1606295383078970596,,88249,,1606295382,933741215,"""spatial""",100369.03125,0.0
1606295383078977766,,88250,,1606295382,978055688,"""spatial""",100371.65625,0.0
1606295383078983621,,88251,,1606295383,26802124,"""spatial""",100370.171875,0.0
1606295383078987561,,88252,,1606295383,83208897,"""spatial""",100370.921875,0.0
1606295383103617937,,88253,,1606295383,133980945,"""spatial""",100370.234375,0.0
1606295383185190541,,88254,,1606295383,193485767,"""spatial""",100370.328125,0.0
1606295383208282899,,88255,,1606295383,225920704,"""spatial""",100369.695312,0.0
1606295383208289860,,88256,,1606295383,278264602,"""spatial""",100369.960938,0.0
1606295383266160259,,88257,,1606295383,332971762,"""spatial""",100372.648438,0.0
1606295383295623528,,88258,,1606295383,388611685,"""spatial""",100371.4375,0.0
1606295383331089991,,88259,,1606295383,425200921,"""spatial""",100370.203125,0.0
1606295383432902806,,88260,,1606295383,478531344,"""spatial""",100371.21875,0.0
1606295383456925753,,88261,,1606295383,533189879,"""spatial""",100369.8125,0.0
1606295383499109483,,88262,,1606295383,588927852,"""spatial""",100369.585938,0.0
1606295383521099994,,88263,,1606295383,625460376,"""spatial""",100371.515625,0.0
1606295383591862305,,88264,,1606295383,693924748,"""spatial""",100370.078125,0.0
1606295383632645666,,88265,,1606295383,728600885,"""spatial""",100371.453125,0.0
1606295383686754061,,88266,,1606295383,784335007,"""spatial""",100371.40625,0.0
1606295383725826934,,88267,,1606295383,833524568,"""spatial""",100371.90625,0.0
1606295383788944407,,88268,,1606295383,892995391,"""spatial""",100370.851562,0.0
1606295383817967620,,88269,,1606295383,925529440,"""spatial""",100371.96875,0.0
1606295383880324777,,88270,,1606295383,987983400,"""spatial""",100372.125,0.0
1606295383925320782,,88271,,1606295384,33724810,"""spatial""",100371.171875,0.0
1606295383987748102,,88272,,1606295384,93362808,"""spatial""",100371.359375,0.0
1606295384018774766,,88273,,1606295384,126092019,"""spatial""",100372.804688,0.0
1606295384148955336,,88274,,1606295384,183703980,"""spatial""",100369.617188,0.0
1606295384174602687,,88275,,1606295384,228829553,"""spatial""",100369.859375,0.0
1606295384201192048,,88276,,1606295384,288278638,"""spatial""",100369.53125,0.0
1606295384216383169,,88277,,1606295384,324853574,"""spatial""",100370.234375,0.0
1606295384272637380,,88278,,1606295384,378840472,"""spatial""",100371.453125,0.0
1606295384320702994,,88279,,1606295384,427981608,"""spatial""",100372.9375,0.0
1606295384380386610,,88280,,1606295384,488964668,"""spatial""",100371.679688,0.0
1606295384417432830,,88281,,1606295384,525330529,"""spatial""",100369.984375,0.0
1606295384470919813,,88282,,1606295384,579104002,"""spatial""",100371.679688,0.0
1606295384520235685,,88283,,1606295384,628208363,"""spatial""",100372.5625,0.0
1606295384576167235,,88284,,1606295384,684037048,"""spatial""",100372.273438,0.0
1606295384631228545,,88285,,1606295384,738624583,"""spatial""",100371.140625,0.0
1606295384669740312,,88286,,1606295384,778104644,"""spatial""",100372.03125,0.0
1606295384718894874,,88287,,1606295384,826928080,"""spatial""",100371.539062,0.0
1606295384819716373,,88288,,1606295384,883635703,"""spatial""",100369.59375,0.0
1606295384860631756,,88289,,1606295384,934107064,"""spatial""",100371.882812,0.0
1606295384871988451,,88290,,1606295384,978762799,"""spatial""",100370.304688,0.0
1606295384919447126,,88291,,1606295385,27340972,"""spatial""",100371.898438,0.0
1606295384976284096,,88292,,1606295385,83491108,"""spatial""",100373.203125,0.0
1606295385025745056,,88293,,1606295385,134159343,"""spatial""",100370.585938,0.0
1606295385085330193,,88294,,1606295385,193745804,"""spatial""",100370.617188,0.0
1606295385119366346,,88295,,1606295385,226363677,"""spatial""",100370.90625,0.0
1606295385170759778,,88296,,1606295385,278724088,"""spatial""",100370.09375,0.0
1606295385225134729,,88297,,1606295385,333494673,"""spatial""",100370.0625,0.0
1606295385281688720,,88298,,1606295385,388798496,"""spatial""",100370.65625,0.0
1606295385333068743,,88299,,1606295385,425545370,"""spatial""",100370.554688,0.0
1606295385371567539,,88300,,1606295385,478954168,"""spatial""",100369.585938,0.0
1606295385427348564,,88301,,1606295385,533528416,"""spatial""",100370.445312,0.0
1606295385481242282,,88302,,1606295385,588975476,"""spatial""",100370.539062,0.0
1606295385520805379,,88303,,1606295385,625565337,"""spatial""",100370.8125,0.0
1606295385568500763,,88304,,1606295385,675288085,"""spatial""",100371.289062,0.0
1606295385620319208,,88305,,1606295385,728639058,"""spatial""",100369.851562,0.0
1606295385679568718,,88306,,1606295385,788154706,"""spatial""",100371.398438,0.0
1606295385734850675,,88307,,1606295385,834613729,"""spatial""",100371.75,0.0
1606295385786693656,,88308,,1606295385,893410764,"""spatial""",100371.90625,0.0
1606295385839145382,,88309,,1606295385,926108876,"""spatial""",100371.007812,0.0
1606295385883682081,,88310,,1606295385,988346436,"""spatial""",100370.890625,0.0
1606295385917841688,,88311,,1606295386,25239809,"""spatial""",100370.351562,0.0
1606295385986104192,,88312,,1606295386,93496044,"""spatial""",100370.265625,0.0
1606295386018012417,,88313,,1606295386,126109093,"""spatial""",100369.421875,0.0
1606295386074920578,,88314,,1606295386,183782703,"""spatial""",100370.992188,0.0
1606295386125539670,,88315,,1606295386,233126514,"""spatial""",100370.84375,0.0
1606295386179636102,,88316,,1606295386,288568974,"""spatial""",100370.523438,0.0
1606295386217409063,,88317,,1606295386,325302298,"""spatial""",100371.078125,0.0
1606295386271001778,,88318,,1606295386,379207946,"""spatial""",100370.734375,0.0
1606295386320488004,,88319,,1606295386,428331382,"""spatial""",100371.53125,0.0
1606295386381441571,,88320,,1606295386,488773529,"""spatial""",100370.242188,0.0
1606295386422983575,,88321,,1606295386,525482090,"""spatial""",100370.671875,0.0
1606295386475786401,,88322,,1606295386,583349551,"""spatial""",100369.820312,0.0
1606295386522823951,,88323,,1606295386,628437699,"""spatial""",100371.34375,0.0
1606295386582095082,,88324,,1606295386,684272422,"""spatial""",100370.671875,0.0
1606295386634175934,,88325,,1606295386,738719632,"""spatial""",100371.898438,0.0
1606295386711738879,,88326,,1606295386,778444281,"""spatial""",100370.328125,0.0
1606295387131085628,,88327,,1606295386,827372616,"""spatial""",100370.234375,0.0
1606295387194187988,,88328,,1606295386,883524977,"""spatial""",100371.6875,0.0
1606295387194198957,,88329,,1606295386,934309325,"""spatial""",100371.039062,0.0
1606295387194205051,,88330,,1606295386,978596273,"""spatial""",100370.585938,0.0
1606295387194210298,,88331,,1606295387,27373646,"""spatial""",100371.828125,0.0
1606295387321082492,,88332,,1606295387,83760107,"""spatial""",100372.03125,0.0
1606295387321093299,,88333,,1606295387,138058992,"""spatial""",100370.875,0.0
1606295387321098890,,88334,,1606295387,193952265,"""spatial""",100369.265625,0.0
1606295387321104039,,88335,,1606295387,226623926,"""spatial""",100367.539062,0.0
1606295387321117360,,88336,,1606295387,279191262,"""spatial""",100369.421875,0.0
1606295387431762151,,88337,,1606295387,333683247,"""spatial""",100369.671875,0.0
1606295387431768092,,88338,,1606295387,389067757,"""spatial""",100371.015625,0.0
1606295387431772810,,88339,,1606295387,425489331,"""spatial""",100371.21875,0.0
1606295387490455201,,88340,,1606295387,478950229,"""spatial""",100371.367188,0.0
1606295387490466185,,88341,,1606295387,533785177,"""spatial""",100368.734375,0.0
1606295387516177357,,88342,,1606295387,593225325,"""spatial""",100367.53125,0.0
1606295387551568052,,88343,,1606295387,625698648,"""spatial""",100368.265625,0.0
1606295387594828269,,88344,,1606295387,675066496,"""spatial""",100369.765625,0.0
1606295387643714494,,88345,,1606295387,729042957,"""spatial""",100369.289062,0.0
1606295387680763140,,88346,,1606295387,788415255,"""spatial""",100370.492188,0.0
1606295387717424752,,88347,,1606295387,824896478,"""spatial""",100369.882812,0.0
1606295387790209086,,88348,,1606295387,893584488,"""spatial""",100368.90625,0.0
1606295387818271136,,88349,,1606295387,926225862,"""spatial""",100371.765625,0.0
1606295387891474729,,88350,,1606295387,988655960,"""spatial""",100370.875,0.0
1606295387925163944,,88351,,1606295388,25574983,"""spatial""",100370.203125,0.0
1606295388009367334,,88352,,1606295388,93726606,"""spatial""",100369.773438,0.0
1606295388042071605,,88353,,1606295388,128294317,"""spatial""",100371.515625,0.0
1606295388079683481,,88354,,1606295388,184300452,"""spatial""",100371.078125,0.0
1606295388125805760,,88355,,1606295388,233383850,"""spatial""",100370.695312,0.0
1606295388181922313,,88356,,1606295388,288822798,"""spatial""",100370.953125,0.0
1606295388222001982,,88357,,1606295388,325400234,"""spatial""",100370.0,0.0
1606295388274982860,,88358,,1606295388,383303757,"""spatial""",100371.1875,0.0
1606295388325405113,,88359,,1606295388,428494930,"""spatial""",100369.585938,0.0
1606295388383748994,,88360,,1606295388,489101803,"""spatial""",100370.859375,0.0
1606295388422680019,,88361,,1606295388,525716202,"""spatial""",100370.953125,0.0
1606295388487296909,,88362,,1606295388,583548687,"""spatial""",100370.945312,0.0
1606295388536971617,,88363,,1606295388,628858398,"""spatial""",100371.835938,0.0
1606295388601489739,,88364,,1606295388,688225058,"""spatial""",100372.15625,0.0
1606295388631512553,,88365,,1606295388,739055218,"""spatial""",100370.796875,0.0
