rosbagTimestamp,data
1606295384436474501,"""1606295384.299972,38.254634,140.835521,197.401000,-0.025000,-0.123000,0.012000,6.320000,6.320000,9.472000,2,1,1,0"""
1606295384521652386,"""1606295384.299972,38.254634,140.835521,197.401000,-0.025000,-0.123000,0.012000,6.320000,6.320000,9.472000,2,1,1,0"""
1606295384631483692,"""1606295384.499972,38.254634,140.835521,197.390000,-0.009000,-0.112000,0.018000,6.320000,6.320000,9.456000,2,1,1,0"""
1606295384718992407,"""1606295384.499972,38.254634,140.835521,197.390000,-0.009000,-0.112000,0.018000,6.320000,6.320000,9.456000,2,1,1,0"""
1606295384860770164,"""1606295384.699972,38.254634,140.835521,197.398000,0.026000,-0.034000,0.008000,6.320000,6.320000,9.456000,2,1,1,0"""
1606295384919635994,"""1606295384.699972,38.254634,140.835521,197.398000,0.026000,-0.034000,0.008000,6.320000,6.320000,9.456000,2,1,1,0"""
1606295385026154379,"""1606295384.899972,38.254634,140.835522,197.380000,0.078000,0.093000,0.017000,6.320000,6.320000,9.456000,2,1,1,0"""
1606295385119790308,"""1606295384.899972,38.254634,140.835522,197.380000,0.078000,0.093000,0.017000,6.320000,6.320000,9.456000,2,1,1,0"""
1606295385225542655,"""1606295385.99972,38.254634,140.835522,197.367000,0.073000,0.160000,0.018000,6.320000,6.320000,9.440001,2,1,1,0"""
1606295385333511356,"""1606295385.99972,38.254634,140.835522,197.367000,0.073000,0.160000,0.018000,6.320000,6.320000,9.440001,2,1,1,0"""
1606295385428035194,"""1606295385.299972,38.254634,140.835523,197.366000,0.044000,0.149000,0.011000,6.336000,6.336000,9.456000,2,1,1,0"""
1606295385521566455,"""1606295385.299972,38.254634,140.835523,197.366000,0.044000,0.149000,0.011000,6.336000,6.336000,9.456000,2,1,1,0"""
1606295385622323047,"""1606295385.499972,38.254634,140.835522,197.368000,0.001000,0.036000,0.009000,6.336000,6.336000,9.456000,2,1,1,0"""
1606295385735210413,"""1606295385.499972,38.254634,140.835522,197.368000,0.001000,0.036000,0.009000,6.336000,6.336000,9.456000,2,1,1,0"""
1606295385840522049,"""1606295385.699972,38.254634,140.835522,197.364000,-0.011000,-0.103000,0.010000,6.336000,6.336000,9.440001,2,1,1,0"""
1606295385927196049,"""1606295385.799972,38.254634,140.835521,197.377000,-0.044000,-0.169000,-0.004000,6.320000,6.320000,9.408000,2,1,1,0"""
1606295386018445942,"""1606295385.799972,38.254634,140.835521,197.377000,-0.044000,-0.169000,-0.004000,6.320000,6.320000,9.408000,2,1,1,0"""
1606295386127573271,"""1606295385.999972,38.254634,140.835521,197.388000,-0.097000,-0.216000,-0.015000,6.320000,6.320000,9.408000,2,1,1,0"""
1606295386238870706,"""1606295385.999972,38.254634,140.835521,197.388000,-0.097000,-0.216000,-0.015000,6.320000,6.320000,9.408000,2,1,1,0"""
1606295386320921399,"""1606295386.199971,38.254634,140.835520,197.388000,-0.116000,-0.204000,-0.016000,6.320000,6.320000,9.408000,2,1,1,0"""
1606295386437032672,"""1606295386.199971,38.254634,140.835520,197.388000,-0.116000,-0.204000,-0.016000,6.320000,6.320000,9.408000,2,1,1,0"""
1606295386524115573,"""1606295386.399971,38.254633,140.835520,197.415000,-0.164000,-0.140000,-0.043000,6.336000,6.336000,9.408000,2,1,1,0"""
1606295386634768848,"""1606295386.399971,38.254633,140.835520,197.415000,-0.164000,-0.140000,-0.043000,6.336000,6.336000,9.408000,2,1,1,0"""
1606295387131813666,"""1606295386.599971,38.254633,140.835520,197.403000,-0.194000,-0.117000,-0.036000,6.336000,6.336000,9.392000,2,1,1,0"""
1606295387194058445,"""1606295386.599971,38.254633,140.835520,197.403000,-0.194000,-0.117000,-0.036000,6.336000,6.336000,9.392000,2,1,1,0"""
1606295387194069432,"""1606295386.799971,38.254632,140.835520,197.400000,-0.199000,-0.079000,-0.036000,6.320000,6.320000,9.392000,2,1,1,0"""
1606295387320623720,"""1606295386.799971,38.254632,140.835520,197.400000,-0.199000,-0.079000,-0.036000,6.320000,6.320000,9.392000,2,1,1,0"""
1606295387320631582,"""1606295386.999971,38.254632,140.835520,197.395000,-0.136000,-0.063000,-0.029000,6.320000,6.320000,9.376000,2,1,1,0"""
1606295387431630244,"""1606295386.999971,38.254632,140.835520,197.395000,-0.136000,-0.063000,-0.029000,6.320000,6.320000,9.376000,2,1,1,0"""
1606295387431635261,"""1606295387.199971,38.254632,140.835520,197.393000,-0.019000,-0.038000,-0.024000,6.320000,6.320000,9.360001,2,1,1,0"""
1606295387490298506,"""1606295387.199971,38.254632,140.835520,197.393000,-0.019000,-0.038000,-0.024000,6.320000,6.320000,9.360001,2,1,1,0"""
1606295387545384154,"""1606295387.399971,38.254633,140.835520,197.397000,0.085000,-0.011000,-0.028000,6.320000,6.320000,9.360001,2,1,1,0"""
1606295387643881682,"""1606295387.399971,38.254633,140.835520,197.397000,0.085000,-0.011000,-0.028000,6.320000,6.320000,9.360001,2,1,1,0"""
1606295387728063416,"""1606295387.599971,38.254633,140.835520,197.389000,0.143000,0.035000,-0.025000,6.320000,6.320000,9.360001,2,1,1,0"""
1606295387818779101,"""1606295387.599971,38.254633,140.835520,197.389000,0.143000,0.035000,-0.025000,6.320000,6.320000,9.360001,2,1,1,0"""
1606295387931442812,"""1606295387.799971,38.254634,140.835521,197.385000,0.160000,0.094000,-0.029000,6.320000,6.320000,9.344001,2,1,1,0"""
1606295388042668861,"""1606295387.799971,38.254634,140.835521,197.385000,0.160000,0.094000,-0.029000,6.320000,6.320000,9.344001,2,1,1,0"""
1606295388126002559,"""1606295387.999971,38.254634,140.835521,197.365000,0.121000,0.155000,-0.018000,6.320000,6.320000,9.344001,2,1,1,0"""
1606295388238743827,"""1606295387.999971,38.254634,140.835521,197.365000,0.121000,0.155000,-0.018000,6.320000,6.320000,9.344001,2,1,1,0"""
1606295388325599167,"""1606295388.199971,38.254634,140.835522,197.350000,0.080000,0.202000,-0.016000,6.320000,6.320000,9.328000,2,1,1,0"""
1606295388422879554,"""1606295388.199971,38.254634,140.835522,197.350000,0.080000,0.202000,-0.016000,6.320000,6.320000,9.328000,2,1,1,0"""
1606295388543205908,"""1606295388.399971,38.254634,140.835522,197.344000,0.025000,0.182000,-0.016000,6.320000,6.320000,9.328000,2,1,1,0"""
1606295388633049080,"""1606295388.399971,38.254634,140.835522,197.344000,0.025000,0.182000,-0.016000,6.320000,6.320000,9.328000,2,1,1,0"""
1606295388720119277,"""1606295388.599971,38.254634,140.835522,197.337000,0.007000,0.144000,-0.013000,6.320000,6.320000,9.328000,2,1,1,0"""
1606295388831760557,"""1606295388.599971,38.254634,140.835522,197.337000,0.007000,0.144000,-0.013000,6.320000,6.320000,9.328000,2,1,1,0"""
1606295388921003040,"""1606295388.799971,38.254634,140.835522,197.338000,0.001000,0.045000,-0.014000,6.320000,6.320000,9.328000,2,1,1,0"""
1606295389034494854,"""1606295388.799971,38.254634,140.835522,197.338000,0.001000,0.045000,-0.014000,6.320000,6.320000,9.328000,2,1,1,0"""
1606295389118841970,"""1606295388.999971,38.254634,140.835522,197.339000,0.015000,-0.056000,-0.014000,6.320000,6.320000,9.328000,2,1,1,0"""
1606295389227321409,"""1606295388.999971,38.254634,140.835522,197.339000,0.015000,-0.056000,-0.014000,6.320000,6.320000,9.328000,2,1,1,0"""
1606295389320075071,"""1606295389.199971,38.254634,140.835521,197.330000,-0.005000,-0.141000,-0.007000,6.320000,6.320000,9.328000,2,1,1,0"""
1606295389438804082,"""1606295389.199971,38.254634,140.835521,197.330000,-0.005000,-0.141000,-0.007000,6.320000,6.320000,9.328000,2,1,1,0"""
1606295389550738475,"""1606295389.399971,38.254634,140.835521,197.317000,-0.028000,-0.185000,0.000000,6.320000,6.320000,9.312000,2,1,1,0"""
1606295389764599444,"""1606295389.399971,38.254634,140.835521,197.317000,-0.028000,-0.185000,0.000000,6.320000,6.320000,9.312000,2,1,1,0"""
1606295390062230240,"""1606295389.599971,38.254633,140.835521,197.319000,-0.067000,-0.163000,-0.009000,6.320000,6.320000,9.312000,2,1,1,0"""
1606295390194537770,"""1606295389.599971,38.254633,140.835521,197.319000,-0.067000,-0.163000,-0.009000,6.320000,6.320000,9.312000,2,1,1,0"""
1606295390194553642,"""1606295389.799970,38.254633,140.835520,197.327000,-0.087000,-0.161000,-0.019000,6.320000,6.320000,9.312000,2,1,1,0"""
1606295390293236533,"""1606295389.799970,38.254633,140.835520,197.327000,-0.087000,-0.161000,-0.019000,6.320000,6.320000,9.312000,2,1,1,0"""
1606295390293243966,"""1606295389.999970,38.254633,140.835520,197.314000,-0.068000,-0.130000,-0.008000,6.320000,6.320000,9.312000,2,1,1,0"""
1606295390355718091,"""1606295389.999970,38.254633,140.835520,197.314000,-0.068000,-0.130000,-0.008000,6.320000,6.320000,9.312000,2,1,1,0"""
1606295390417439002,"""1606295390.199970,38.254633,140.835520,197.316000,-0.042000,-0.083000,-0.016000,6.320000,6.320000,9.296000,2,1,1,0"""
1606295390478483677,"""1606295390.199970,38.254633,140.835520,197.316000,-0.042000,-0.083000,-0.016000,6.320000,6.320000,9.296000,2,1,1,0"""
1606295390580357118,"""1606295390.399970,38.254633,140.835520,197.318000,0.012000,-0.045000,-0.022000,6.320000,6.320000,9.296000,2,1,1,0"""
1606295390713125965,"""1606295390.399970,38.254633,140.835520,197.318000,0.012000,-0.045000,-0.022000,6.320000,6.320000,9.296000,2,1,1,0"""
1606295390756581163,"""1606295390.599970,38.254634,140.835520,197.288000,0.078000,0.023000,0.001000,6.320000,6.320000,9.296000,2,1,1,0"""
1606295391056513014,"""1606295390.599970,38.254634,140.835520,197.288000,0.078000,0.023000,0.001000,6.320000,6.320000,9.296000,2,1,1,0"""
1606295391238232216,"""1606295390.799970,38.254634,140.835521,197.282000,0.092000,0.066000,-0.003000,6.320000,6.320000,9.280001,2,1,1,0"""
1606295391238244197,"""1606295390.799970,38.254634,140.835521,197.282000,0.092000,0.066000,-0.003000,6.320000,6.320000,9.280001,2,1,1,0"""
1606295391443787275,"""1606295390.999970,38.254634,140.835521,197.276000,0.029000,0.030000,-0.002000,6.336000,6.336000,9.280001,2,1,1,0"""
1606295391443799733,"""1606295391.199970,38.254634,140.835521,197.261000,0.004000,0.002000,0.007000,6.336000,6.336000,9.264001,2,1,1,0"""
1606295391526490251,"""1606295391.199970,38.254634,140.835521,197.261000,0.004000,0.002000,0.007000,6.336000,6.336000,9.264001,2,1,1,0"""
1606295391526499428,"""1606295391.299970,38.254634,140.835521,197.252000,-0.007000,-0.026000,0.011000,6.320000,6.320000,9.248000,2,1,1,0"""
1606295391617579967,"""1606295391.299970,38.254634,140.835521,197.252000,-0.007000,-0.026000,0.011000,6.320000,6.320000,9.248000,2,1,1,0"""
1606295391692729043,"""1606295391.499970,38.254634,140.835520,197.236000,-0.007000,-0.044000,0.022000,6.320000,6.320000,9.232000,2,1,1,0"""
1606295391775061782,"""1606295391.499970,38.254634,140.835520,197.236000,-0.007000,-0.044000,0.022000,6.320000,6.320000,9.232000,2,1,1,0"""
1606295391850086236,"""1606295391.699970,38.254634,140.835520,197.228000,-0.012000,-0.029000,0.015000,6.320000,6.320000,9.232000,2,1,1,0"""
1606295391963639641,"""1606295391.699970,38.254634,140.835520,197.228000,-0.012000,-0.029000,0.015000,6.320000,6.320000,9.232000,2,1,1,0"""
1606295392143671370,"""1606295391.899970,38.254634,140.835520,197.208000,-0.006000,-0.032000,0.026000,6.336000,6.336000,9.232000,2,1,1,0"""
1606295392207480218,"""1606295391.899970,38.254634,140.835520,197.208000,-0.006000,-0.032000,0.026000,6.336000,6.336000,9.232000,2,1,1,0"""
1606295392248406107,"""1606295392.99970,38.254633,140.835520,197.209000,-0.020000,-0.018000,0.012000,6.336000,6.336000,9.232000,2,1,1,0"""
1606295392342825424,"""1606295392.99970,38.254633,140.835520,197.209000,-0.020000,-0.018000,0.012000,6.336000,6.336000,9.232000,2,1,1,0"""
1606295392418321280,"""1606295392.299970,38.254634,140.835520,197.192000,0.008000,-0.014000,0.022000,6.352000,6.352000,9.232000,2,1,1,0"""
1606295392522352938,"""1606295392.299970,38.254634,140.835520,197.192000,0.008000,-0.014000,0.022000,6.352000,6.352000,9.232000,2,1,1,0"""
1606295392636772111,"""1606295392.499970,38.254634,140.835520,197.192000,0.020000,0.010000,0.013000,6.368001,6.368001,9.232000,2,1,1,0"""
1606295392721282755,"""1606295392.499970,38.254634,140.835520,197.192000,0.020000,0.010000,0.013000,6.368001,6.368001,9.232000,2,1,1,0"""
1606295392859070896,"""1606295392.699970,38.254634,140.835520,197.177000,0.039000,-0.004000,0.025000,6.368001,6.368001,9.232000,2,1,1,0"""
1606295392921535695,"""1606295392.699970,38.254634,140.835520,197.177000,0.039000,-0.004000,0.025000,6.368001,6.368001,9.232000,2,1,1,0"""
1606295393034310994,"""1606295392.899970,38.254634,140.835520,197.182000,0.050000,-0.009000,0.017000,6.384000,6.384000,9.248000,2,1,1,0"""
1606295393119745804,"""1606295392.899970,38.254634,140.835520,197.182000,0.050000,-0.009000,0.017000,6.384000,6.384000,9.248000,2,1,1,0"""
1606295393226599704,"""1606295393.99970,38.254634,140.835520,197.183000,0.029000,-0.025000,0.012000,6.400000,6.400000,9.248000,2,1,1,0"""
1606295393318519748,"""1606295393.99970,38.254634,140.835520,197.183000,0.029000,-0.025000,0.012000,6.400000,6.400000,9.248000,2,1,1,0"""
1606295393427837103,"""1606295393.299969,38.254634,140.835520,197.169000,0.048000,-0.037000,0.027000,6.416000,6.416000,9.248000,2,1,1,0"""
1606295393553729133,"""1606295393.299969,38.254634,140.835520,197.169000,0.048000,-0.037000,0.027000,6.416000,6.416000,9.248000,2,1,1,0"""
1606295393627432476,"""1606295393.499969,38.254634,140.835520,197.162000,0.047000,-0.012000,0.028000,6.432000,6.432000,9.248000,2,1,1,0"""
1606295393728777569,"""1606295393.499969,38.254634,140.835520,197.162000,0.047000,-0.012000,0.028000,6.432000,6.432000,9.248000,2,1,1,0"""
1606295393823213017,"""1606295393.699969,38.254634,140.835520,197.155000,0.038000,0.029000,0.025000,6.448000,6.448000,9.248000,2,1,1,0"""
1606295393918647477,"""1606295393.699969,38.254634,140.835520,197.155000,0.038000,0.029000,0.025000,6.448000,6.448000,9.248000,2,1,1,0"""
1606295394033856023,"""1606295393.899969,38.254634,140.835520,197.164000,0.022000,0.034000,0.012000,6.464000,6.464000,9.248000,2,1,1,0"""
1606295394130923182,"""1606295393.999969,38.254634,140.835520,197.160000,0.011000,0.047000,0.013000,6.448000,6.448000,9.216001,2,1,1,0"""
1606295394266579526,"""1606295393.999969,38.254634,140.835520,197.160000,0.011000,0.047000,0.013000,6.448000,6.448000,9.216001,2,1,1,0"""
1606295394325387704,"""1606295394.199969,38.254634,140.835521,197.168000,-0.002000,0.056000,0.001000,6.464000,6.464000,9.216001,2,1,1,0"""
1606295394419890206,"""1606295394.199969,38.254634,140.835521,197.168000,-0.002000,0.056000,0.001000,6.464000,6.464000,9.216001,2,1,1,0"""
1606295394526747443,"""1606295394.399969,38.254634,140.835521,197.171000,-0.014000,0.043000,0.000000,6.480000,6.480000,9.216001,2,1,1,0"""
1606295394643710002,"""1606295394.399969,38.254634,140.835521,197.171000,-0.014000,0.043000,0.000000,6.480000,6.480000,9.216001,2,1,1,0"""
1606295394722504230,"""1606295394.599969,38.254634,140.835521,197.173000,-0.019000,0.039000,-0.002000,6.480000,6.480000,9.216001,2,1,1,0"""
1606295394839147840,"""1606295394.599969,38.254634,140.835521,197.173000,-0.019000,0.039000,-0.002000,6.480000,6.480000,9.216001,2,1,1,0"""
1606295394925140341,"""1606295394.799969,38.254634,140.835521,197.171000,-0.011000,0.029000,0.003000,6.496000,6.496000,9.216001,2,1,1,0"""
1606295395034248938,"""1606295394.799969,38.254634,140.835521,197.171000,-0.011000,0.029000,0.003000,6.496000,6.496000,9.216001,2,1,1,0"""
1606295395120931136,"""1606295394.999969,38.254634,140.835521,197.179000,0.001000,0.029000,-0.003000,6.512000,6.512000,9.216001,2,1,1,0"""
1606295395229889089,"""1606295394.999969,38.254634,140.835521,197.179000,0.001000,0.029000,-0.003000,6.512000,6.512000,9.216001,2,1,1,0"""
1606295395318451779,"""1606295395.199969,38.254634,140.835521,197.193000,0.000000,0.040000,-0.015000,6.512000,6.512000,9.216001,2,1,1,0"""
1606295395428708512,"""1606295395.299969,38.254634,140.835521,197.212000,-0.006000,0.045000,-0.028000,6.496000,6.496000,9.184000,2,1,1,0"""
1606295395521042292,"""1606295395.399969,38.254634,140.835521,197.221000,-0.021000,0.036000,-0.032000,6.480000,6.480000,9.152000,2,1,1,0"""
1606295395627450961,"""1606295395.399969,38.254634,140.835521,197.221000,-0.021000,0.036000,-0.032000,6.480000,6.480000,9.152000,2,1,1,0"""
1606295395718623941,"""1606295395.599969,38.254634,140.835521,197.232000,-0.014000,0.036000,-0.034000,6.496000,6.496000,9.152000,2,1,1,0"""
1606295395822319020,"""1606295395.599969,38.254634,140.835521,197.232000,-0.014000,0.036000,-0.034000,6.496000,6.496000,9.152000,2,1,1,0"""
1606295395918849971,"""1606295395.799969,38.254634,140.835521,197.246000,-0.005000,0.044000,-0.039000,6.496000,6.496000,9.136001,2,1,1,0"""
1606295396022422448,"""1606295395.799969,38.254634,140.835521,197.246000,-0.005000,0.044000,-0.039000,6.496000,6.496000,9.136001,2,1,1,0"""
1606295396125385355,"""1606295395.999969,38.254634,140.835521,197.255000,-0.002000,0.045000,-0.038000,6.496000,6.496000,9.136001,2,1,1,0"""
1606295396217646695,"""1606295395.999969,38.254634,140.835521,197.255000,-0.002000,0.045000,-0.038000,6.496000,6.496000,9.136001,2,1,1,0"""
1606295396329246555,"""1606295396.199969,38.254634,140.835521,197.293000,-0.090000,0.082000,-0.071000,6.480000,6.480000,9.136001,2,1,1,0"""
1606295396419842858,"""1606295396.199969,38.254634,140.835521,197.293000,-0.090000,0.082000,-0.071000,6.480000,6.480000,9.136001,2,1,1,0"""
1606295396527281078,"""1606295396.399969,38.254634,140.835521,197.296000,-0.123000,0.091000,-0.056000,6.480000,6.480000,9.120001,2,1,1,0"""
1606295396635368831,"""1606295396.399969,38.254634,140.835521,197.296000,-0.123000,0.091000,-0.056000,6.480000,6.480000,9.120001,2,1,1,0"""
1606295396721918351,"""1606295396.599969,38.254633,140.835521,197.312000,-0.158000,0.089000,-0.057000,6.480000,6.480000,9.136001,2,1,1,0"""
1606295396831908042,"""1606295396.599969,38.254633,140.835521,197.312000,-0.158000,0.089000,-0.057000,6.480000,6.480000,9.136001,2,1,1,0"""
1606295396922444553,"""1606295396.799968,38.254633,140.835522,197.319000,-0.110000,0.089000,-0.050000,6.480000,6.480000,9.136001,2,1,1,0"""
1606295397033667939,"""1606295396.799968,38.254633,140.835522,197.319000,-0.110000,0.089000,-0.050000,6.480000,6.480000,9.136001,2,1,1,0"""
1606295397121148403,"""1606295396.999968,38.254633,140.835522,197.327000,-0.097000,0.050000,-0.041000,6.480000,6.480000,9.136001,2,1,1,0"""
1606295397226690925,"""1606295396.999968,38.254633,140.835522,197.327000,-0.097000,0.050000,-0.041000,6.480000,6.480000,9.136001,2,1,1,0"""
1606295397319008694,"""1606295397.199968,38.254633,140.835521,197.330000,-0.080000,0.013000,-0.031000,6.480000,6.480000,9.152000,2,1,1,0"""
1606295397432252452,"""1606295397.199968,38.254633,140.835521,197.330000,-0.080000,0.013000,-0.031000,6.480000,6.480000,9.152000,2,1,1,0"""
1606295397518176150,"""1606295397.399968,38.254633,140.835521,197.336000,-0.048000,-0.038000,-0.026000,6.464000,6.464000,9.152000,2,1,1,0"""
1606295397625855036,"""1606295397.399968,38.254633,140.835521,197.336000,-0.048000,-0.038000,-0.026000,6.464000,6.464000,9.152000,2,1,1,0"""
1606295397719653252,"""1606295397.599968,38.254633,140.835521,197.335000,-0.033000,-0.048000,-0.017000,6.464000,6.464000,9.152000,2,1,1,0"""
1606295397821438858,"""1606295397.599968,38.254633,140.835521,197.335000,-0.033000,-0.048000,-0.017000,6.464000,6.464000,9.152000,2,1,1,0"""
1606295397920676723,"""1606295397.799968,38.254633,140.835521,197.349000,-0.014000,-0.010000,-0.023000,6.464000,6.464000,9.168000,2,1,1,0"""
1606295398049349452,"""1606295397.799968,38.254633,140.835521,197.349000,-0.014000,-0.010000,-0.023000,6.464000,6.464000,9.168000,2,1,1,0"""
1606295398129293966,"""1606295397.999968,38.254633,140.835521,197.359000,0.000000,0.013000,-0.026000,6.464000,6.464000,9.168000,2,1,1,0"""
1606295398228299879,"""1606295398.99968,38.254633,140.835521,197.354000,0.017000,0.036000,-0.020000,6.448000,6.448000,9.152000,2,1,1,0"""
1606295398330542403,"""1606295398.99968,38.254633,140.835521,197.354000,0.017000,0.036000,-0.020000,6.448000,6.448000,9.152000,2,1,1,0"""
